Time,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2023-10-27 18:30:00+00:00,5.18,16.54,1.72,3.26,2.41,,,5.9,0.1,3.38,1.72,2.41,232.5,232.5,,97.5,110.0,20.0,279.7,245.3,49.3,25.5,45.6,3.6,3.19,2.56
2023-10-27 18:35:00+00:00,5.25,16.47,2.13,3.15,2.75,,,5.75,0.1,3.33,2.13,2.75,247.5,247.5,,97.5,110.0,20.0,291.3,257.1,49.0,25.8,45.5,3.7,3.14,2.62
2023-10-27 18:40:00+00:00,5.25,16.49,1.75,2.9,2.77,,,5.97,0.14,3.28,1.75,2.77,250.0,250.0,,97.5,110.0,20.0,293.9,256.7,53.0,28.2,46.4,4.0,3.14,3.22
2023-10-27 18:45:00+00:00,5.18,16.14,1.92,2.97,2.59,,,5.9,0.14,3.22,1.92,2.59,240.0,240.0,,97.5,110.0,20.0,,,,,,,3.12,
2023-10-27 18:50:00+00:00,4.725,15.58,1.85,2.25,2.38,,,5.28,0.05,3.18,1.85,,235.0,235.0,,97.5,110.0,20.0,274.5,245.8,41.6,21.1,41.5,2.5,3.3,1.96
2023-10-27 18:55:00+00:00,5.04,15.63,1.72,2.28,2.17,,,5.83,0.21,3.13,1.72,2.17,240.0,240.0,,97.5,110.0,20.0,296.0,255.0,58.7,30.5,53.3,4.0,3.1,2.75
2023-10-27 19:00:00+00:00,4.83,15.59,1.72,2.24,2.17,,,5.62,0.25,3.09,1.72,2.17,242.5,242.5,,97.5,110.0,20.0,283.4,252.4,44.8,22.8,44.0,2.8,3.23,2.08
2023-10-27 19:05:00+00:00,7.975,13.02,7.72,,7.72,,,7.9,,3.04,,,1027.5,1027.5,,,110.0,20.0,659.4,517.2,208.1,106.6,209.1,35.8,1.63,1.92
2023-10-27 19:10:00+00:00,4.935,15.31,2.28,,2.28,,,5.72,0.21,3.0,,,250.0,250.0,,,110.0,20.0,303.2,256.2,66.4,35.8,54.6,4.4,3.1,3.99
2023-10-27 19:15:00+00:00,4.725,15.01,1.89,,1.89,,,5.45,0.25,2.96,,,242.5,242.5,,,110.0,20.0,286.8,252.4,49.4,25.4,47.2,3.0,3.18,2.3
2023-10-27 19:20:00+00:00,4.675,14.65,2.42,,2.42,,,5.3,0.17,2.93,,,255.0,255.0,,,110.0,20.0,294.6,261.3,47.8,25.0,45.1,2.9,3.13,2.44
2023-10-27 19:25:00+00:00,4.69,14.43,1.86,,1.86,,,5.2,0.14,2.89,,,247.5,247.5,,,110.0,20.0,299.1,258.8,57.6,29.8,53.0,3.4,3.08,2.61
2023-10-27 19:30:00+00:00,4.585,14.36,1.72,,1.72,,,5.27,0.25,2.86,,,247.5,247.5,,,110.0,20.0,293.8,258.2,51.1,26.1,49.4,2.9,3.13,2.21
2023-10-27 19:35:00+00:00,4.575,14.25,1.7,,1.7,,,5.18,0.08,2.83,,,250.0,250.0,,,110.0,20.0,297.1,261.9,50.7,25.8,49.3,2.9,3.11,2.14
2023-10-27 19:40:00+00:00,4.655,14.25,2.07,,2.07,,,5.3,0.14,2.8,,,260.0,260.0,,,110.0,20.0,305.6,267.2,54.8,28.5,49.9,3.2,3.06,2.7
2023-10-27 19:45:00+00:00,4.585,14.42,2.03,,2.03,,,5.27,0.14,2.77,,,260.0,260.0,,,110.0,20.0,297.9,265.6,46.6,23.9,45.6,2.7,3.14,2.12
2023-10-27 19:50:00+00:00,4.125,13.94,2.45,,2.45,,,4.68,0.03,2.74,,,270.0,270.0,,,110.0,20.0,281.7,260.0,31.5,16.0,33.1,1.5,3.38,1.7
2023-10-27 19:55:00+00:00,4.655,14.66,1.82,,1.82,,,5.24,0.1,2.72,,,260.0,260.0,,,110.0,20.0,300.3,267.7,47.0,24.0,46.5,2.8,3.15,2.05
2023-10-27 20:00:00+00:00,4.62,14.77,1.75,,1.75,,,5.24,0.1,2.69,,,260.0,260.0,,,110.0,20.0,296.2,267.1,42.3,21.4,43.1,2.4,3.2,1.84
2023-10-27 20:05:00+00:00,4.25,14.42,2.47,,2.47,,,4.97,0.05,2.67,,,272.5,272.5,,,110.0,20.0,281.9,261.0,30.5,15.3,32.5,1.5,3.39,1.63
2023-10-27 20:10:00+00:00,4.48,14.84,1.72,,1.72,,,4.68,0.07,2.65,,,255.0,255.0,,,110.0,20.0,284.6,259.7,36.3,18.3,38.0,2.0,3.31,1.7
2023-10-27 20:15:00+00:00,4.305,14.75,1.82,,1.82,,,4.92,0.04,2.63,,,255.0,255.0,,,110.0,20.0,277.0,255.9,30.9,15.5,33.2,1.6,3.42,1.55
2023-10-27 20:20:00+00:00,4.525,14.91,1.77,,1.77,,,5.05,0.05,2.61,,,255.0,255.0,,,110.0,20.0,284.8,258.1,38.7,19.8,39.0,2.2,3.3,1.93
2023-10-27 20:25:00+00:00,4.48,14.87,2.07,,2.07,,,5.2,0.07,2.6,,,257.5,257.5,,,110.0,20.0,282.8,256.8,37.6,19.3,37.5,2.1,3.32,2.01
2023-10-27 20:30:00+00:00,4.48,14.66,2.13,,2.13,,,5.24,0.17,2.58,,,257.5,257.5,,,110.0,20.0,284.1,257.0,39.0,20.0,38.5,2.1,3.27,2.07
2023-10-27 20:35:00+00:00,,,,,,,,,,6.0,,,,,,,,,,,,,,,,
2023-10-27 20:40:00+00:00,4.445,14.73,2.0,,2.0,,,5.03,0.07,2.56,,,252.5,252.5,,,110.0,20.0,280.6,253.8,38.7,19.8,38.5,2.1,3.31,2.01
2023-10-27 20:45:00+00:00,4.55,14.48,2.1,,2.1,,,5.24,0.14,2.55,,,252.5,252.5,,,110.0,20.0,289.8,256.6,47.7,24.8,44.2,2.7,3.18,2.56
2023-10-27 20:50:00+00:00,3.1,12.03,1.9,,1.9,,,3.6,,2.54,,,247.5,247.5,,,110.0,20.0,242.2,231.8,15.1,10.6,18.6,0.5,3.88,1.16
2023-10-27 20:55:00+00:00,4.585,14.2,2.9,,2.9,,,5.3,0.17,2.53,,,270.0,270.0,,,110.0,20.0,307.8,269.0,55.1,29.9,45.0,3.2,3.1,4.21
2023-10-27 21:00:00+00:00,4.445,13.84,1.72,,1.72,,,5.24,0.17,2.53,,,242.5,242.5,,,110.0,20.0,297.3,250.9,65.9,34.8,56.1,3.5,3.11,3.52
2023-10-27 21:05:00+00:00,4.175,13.57,1.65,,1.65,,,4.93,0.13,2.52,,,240.0,240.0,,,110.0,20.0,278.6,247.7,44.4,22.7,43.5,2.1,3.25,2.11
2023-10-27 21:10:00+00:00,4.165,13.49,1.72,,1.72,,,4.92,0.21,2.52,,,240.0,240.0,,,110.0,20.0,279.4,247.0,46.5,23.8,44.8,2.2,3.24,2.21
2023-10-27 21:15:00+00:00,4.13,13.37,2.03,,2.03,,,4.82,0.14,2.52,,,245.0,245.0,,,110.0,20.0,283.1,250.0,47.2,24.5,44.4,2.2,3.24,2.46
2023-10-27 21:20:00+00:00,,,,,,,,,,5.74,,,,,,,,,,,,,,,,
2023-10-27 21:25:00+00:00,3.99,12.16,1.82,,1.82,,,4.78,0.28,2.53,,,245.0,245.0,,,110.0,20.0,304.0,255.2,69.1,36.5,58.0,3.0,3.05,3.55
2023-10-27 21:30:00+00:00,3.99,12.11,2.45,,2.45,,,4.68,0.14,2.54,,,270.0,270.0,,,110.0,20.0,309.7,271.4,54.6,29.1,49.4,2.4,3.04,2.95
2023-10-27 21:35:00+00:00,3.75,11.82,2.45,,2.45,,,4.35,0.05,2.55,,,272.5,272.5,,,110.0,20.0,298.9,267.5,44.9,23.6,43.2,1.7,3.15,2.34
2023-10-27 21:40:00+00:00,3.85,11.55,1.78,,1.78,,,4.61,0.28,2.56,,,250.0,250.0,,,110.0,20.0,307.2,261.9,64.5,33.5,59.2,2.6,3.0,2.65
2023-10-27 21:45:00+00:00,3.71,11.44,1.68,,1.68,,,4.29,0.31,2.57,,,250.0,250.0,,,110.0,20.0,298.5,259.3,56.0,28.6,53.8,2.1,3.08,2.23
2023-10-27 21:50:00+00:00,3.675,11.41,2.17,,2.17,,,4.25,0.1,2.59,,,275.0,275.0,,,110.0,20.0,303.5,271.5,46.0,23.8,46.0,1.7,3.1,2.03
2023-10-27 21:55:00+00:00,3.675,11.07,1.86,,1.86,,,4.15,0.17,2.61,,,265.0,265.0,,,110.0,20.0,310.0,270.8,56.0,28.7,53.8,2.0,3.01,2.24
2023-10-27 22:00:00+00:00,3.885,10.85,2.69,,2.69,,,4.47,0.07,2.63,,,317.5,317.5,,,110.0,20.0,347.2,297.0,72.0,37.6,69.9,3.0,2.79,2.25
2023-10-27 22:05:00+00:00,3.65,10.8,2.0,,2.0,,,4.2,0.1,2.65,,,287.5,287.5,,,110.0,20.0,323.4,283.7,57.0,29.4,57.1,2.1,2.96,2.0
2023-10-27 22:10:00+00:00,3.85,10.93,1.82,,1.82,,,4.53,0.25,2.68,,,280.0,280.0,,,110.0,20.0,338.6,287.5,72.9,37.8,68.3,2.9,2.84,2.47
2023-10-27 22:15:00+00:00,3.675,10.93,1.92,,1.92,,,4.5,0.28,2.7,,,290.0,290.0,,,110.0,20.0,323.9,285.8,54.9,28.0,56.5,2.0,2.97,1.83
2023-10-27 22:20:00+00:00,3.875,11.05,2.45,,2.45,,,4.53,0.17,2.73,,,315.0,315.0,,,110.0,20.0,339.7,295.5,63.6,32.7,64.5,2.6,2.85,1.91
2023-10-27 22:25:00+00:00,3.64,10.94,1.75,,1.75,,,4.29,0.17,2.76,,,287.5,287.5,,,110.0,20.0,321.0,284.8,52.1,26.5,54.3,1.9,3.01,1.75
2023-10-27 22:30:00+00:00,3.745,10.97,1.82,,1.82,,,4.53,0.17,2.8,,,290.0,290.0,,,110.0,20.0,330.2,287.1,61.7,31.9,61.2,2.4,2.93,2.07
2023-10-27 22:35:00+00:00,3.525,10.97,1.98,,1.98,,,3.78,0.05,2.83,,,297.5,297.5,,,110.0,20.0,313.6,282.7,44.8,22.3,49.4,1.5,3.11,1.48
2023-10-27 22:40:00+00:00,3.64,11.1,1.72,,1.72,,,4.11,0.1,2.86,,,287.5,287.5,,,110.0,20.0,319.0,285.2,48.8,24.6,52.1,1.8,3.05,1.62
2023-10-27 22:45:00+00:00,4.025,11.32,1.86,,1.86,,,4.64,0.14,2.9,,,292.5,292.5,,,110.0,20.0,345.5,295.4,71.8,37.1,69.8,3.2,2.81,2.2
2023-10-27 22:50:00+00:00,3.6,11.09,2.65,,2.65,,,4.18,0.05,2.94,,,325.0,325.0,,,110.0,20.0,314.9,282.5,46.8,23.5,50.2,1.7,3.08,1.61
2023-10-27 22:55:00+00:00,4.025,11.48,1.75,,1.75,,,4.61,0.07,2.97,,,290.0,290.0,,,110.0,20.0,339.7,294.2,65.5,33.6,65.5,2.9,2.85,2.0
2023-10-27 23:00:00+00:00,4.06,11.62,1.78,,1.78,,,4.71,0.1,3.01,,,292.5,292.5,,,110.0,20.0,338.8,294.2,64.2,33.0,64.4,2.9,2.86,1.97
2023-10-27 23:05:00+00:00,3.65,11.31,2.45,,2.45,,,4.63,0.05,3.05,,,312.5,312.5,,,110.0,20.0,317.8,281.5,52.3,27.2,53.2,1.9,3.1,1.95
2023-10-27 23:10:00+00:00,3.815,11.47,1.78,,1.78,,,4.57,0.1,3.09,,,290.0,290.0,,,110.0,20.0,322.9,285.0,54.6,28.1,55.7,2.2,3.01,1.9
2023-10-27 23:15:00+00:00,3.92,11.57,1.78,,1.78,,,4.53,0.07,3.13,,,290.0,290.0,,,110.0,20.0,326.4,288.3,55.0,28.0,57.0,2.3,2.95,1.78
2023-10-27 23:20:00+00:00,4.025,11.49,2.05,,2.05,,,4.65,0.05,3.16,,,297.5,297.5,,,110.0,20.0,338.2,292.7,65.5,33.9,64.7,2.9,2.86,2.09
2023-10-27 23:25:00+00:00,4.025,11.55,1.75,,1.75,,,4.64,0.1,3.2,,,285.0,285.0,,,110.0,20.0,335.5,289.3,66.4,34.2,64.6,2.9,2.87,2.17
2023-10-27 23:30:00+00:00,4.06,11.57,1.78,,1.78,,,4.68,0.1,3.23,,,287.5,287.5,,,110.0,20.0,337.3,290.9,66.7,34.3,65.3,3.0,2.85,2.12
2023-10-27 23:35:00+00:00,3.65,11.31,1.75,,1.75,,,4.68,0.08,3.26,,,285.0,285.0,,,110.0,20.0,315.6,279.9,51.3,26.6,52.4,1.9,3.1,1.92
2023-10-27 23:40:00+00:00,3.745,11.31,1.78,,1.78,,,4.53,0.14,3.29,,,287.5,287.5,,,110.0,20.0,319.7,282.5,53.6,27.6,54.6,2.1,3.02,1.9
2023-10-27 23:45:00+00:00,4.06,11.62,1.86,,1.86,,,4.74,0.14,3.32,,,290.0,290.0,,,110.0,20.0,336.2,290.7,65.4,33.7,64.4,2.9,2.86,2.1
2023-10-27 23:50:00+00:00,3.525,11.4,2.47,,2.47,,,4.03,0.03,3.34,,,310.0,310.0,,,110.0,20.0,301.1,274.1,39.1,19.3,43.1,1.3,3.23,1.48
2023-10-27 23:55:00+00:00,4.2,11.68,1.78,,1.78,,,4.74,0.07,3.36,,,287.5,287.5,,,110.0,20.0,349.5,292.6,81.2,42.5,73.6,3.9,2.78,2.77
2023-10-28 00:00:00+00:00,3.85,11.71,1.75,,1.75,,,4.74,0.17,3.38,,,282.5,282.5,,,110.0,20.0,318.6,281.1,54.1,28.0,54.3,2.2,3.04,1.99
2023-10-28 00:10:00+00:00,4.165,11.72,1.82,,1.82,,,4.85,0.14,3.41,,,282.5,282.5,,,110.0,20.0,342.6,288.9,76.7,40.0,70.6,3.6,2.82,2.64
2023-10-28 00:15:00+00:00,4.06,11.81,1.78,,1.78,,,4.68,0.1,3.41,,,282.5,282.5,,,110.0,20.0,329.0,286.5,61.1,31.3,60.8,2.7,2.91,2.03
2023-10-28 00:20:00+00:00,3.125,10.65,2.55,,2.55,,,4.63,0.08,3.42,,,310.0,310.0,,,110.0,20.0,282.6,260.0,32.5,16.3,35.1,0.9,3.41,1.58
2023-10-28 00:25:00+00:00,4.13,11.85,2.59,,2.59,,,4.78,0.1,3.42,,,310.0,310.0,,,110.0,20.0,338.4,291.7,67.1,35.0,65.4,3.1,2.87,2.22
2023-10-28 00:30:00+00:00,4.165,11.75,1.75,,1.75,,,4.85,0.14,3.42,,,282.5,282.5,,,110.0,20.0,343.5,289.3,77.4,40.4,71.5,3.6,2.82,2.62
2023-10-28 00:35:00+00:00,4.05,11.99,2.45,,2.45,,,4.72,0.15,3.41,,,307.5,307.5,,,110.0,20.0,326.9,288.7,55.4,28.1,57.8,2.5,2.96,1.74
2023-10-28 00:40:00+00:00,4.13,12.11,1.72,,1.72,,,4.71,0.31,3.4,,,285.0,285.0,,,110.0,20.0,330.0,287.3,61.4,31.6,61.1,2.9,2.93,2.03
2023-10-28 00:45:00+00:00,4.13,11.97,1.75,,1.75,,,4.78,0.25,3.39,,,285.0,285.0,,,110.0,20.0,333.0,287.3,65.6,33.9,64.0,3.0,2.9,2.17
2023-10-28 00:50:00+00:00,4.05,11.83,2.05,,2.05,,,4.68,0.08,3.37,,,292.5,292.5,,,110.0,20.0,329.5,288.4,59.3,30.4,60.4,2.7,2.92,1.88
2023-10-28 00:55:00+00:00,4.06,11.7,2.03,,2.03,,,4.74,0.14,3.35,,,292.5,292.5,,,110.0,20.0,333.5,288.9,64.2,33.0,63.7,2.9,2.88,2.04
2023-10-28 01:00:00+00:00,4.165,11.68,1.78,,1.78,,,4.78,0.21,3.33,,,287.5,287.5,,,110.0,20.0,345.5,292.1,76.5,39.8,72.1,3.6,2.8,2.44
2023-10-28 01:05:00+00:00,4.05,11.94,2.42,,2.42,,,4.75,0.17,3.31,,,310.0,310.0,,,110.0,20.0,328.5,289.3,56.8,28.9,59.3,2.5,2.95,1.75
2023-10-28 01:10:00+00:00,4.165,11.83,1.78,,1.78,,,4.89,0.21,3.28,,,287.5,287.5,,,110.0,20.0,340.6,290.1,72.4,37.5,69.6,3.4,2.84,2.29
2023-10-28 01:15:00+00:00,3.955,11.97,2.03,,2.03,,,4.64,0.21,3.25,,,292.5,292.5,,,110.0,20.0,319.8,284.2,51.7,26.3,54.4,2.2,3.03,1.69
2023-10-28 01:20:00+00:00,4.2,12.24,2.45,,2.45,,,4.78,0.03,3.22,,,305.0,305.0,,,110.0,20.0,335.4,289.8,65.6,34.2,64.5,3.2,2.91,2.16
2023-10-28 01:25:00+00:00,4.235,12.15,1.75,,1.75,,,4.85,0.14,3.19,,,280.0,280.0,,,110.0,20.0,335.9,285.7,71.8,37.3,67.4,3.5,2.87,2.47
2023-10-28 01:30:00+00:00,4.235,12.45,2.07,,2.07,,,4.85,0.28,3.15,,,287.5,287.5,,,110.0,20.0,329.0,285.2,63.1,32.7,61.9,3.1,2.94,2.14
2023-10-28 01:35:00+00:00,3.625,11.7,2.45,,2.45,,,4.75,0.05,3.12,,,297.5,297.5,,,110.0,20.0,297.9,268.0,43.1,22.1,44.8,1.6,3.23,1.79
2023-10-28 01:40:00+00:00,4.235,12.48,2.0,,2.0,,,4.85,0.07,3.09,,,280.0,280.0,,,110.0,20.0,323.2,280.5,61.4,31.8,59.2,3.0,2.95,2.25
2023-10-28 01:45:00+00:00,4.235,12.64,2.07,,2.07,,,4.89,0.21,3.06,,,280.0,280.0,,,110.0,20.0,319.9,278.4,59.6,30.9,57.9,2.9,2.98,2.21
2023-10-28 01:50:00+00:00,3.9,12.56,2.2,,2.2,,,4.43,,3.02,,,282.5,282.5,,,110.0,20.0,297.9,270.2,40.4,20.2,43.8,1.7,3.22,1.54
2023-10-28 01:55:00+00:00,4.305,12.95,1.82,,1.82,,,4.89,0.1,2.99,,,270.0,270.0,,,110.0,20.0,317.8,275.3,61.0,31.6,58.3,3.1,3.01,2.34
2023-10-28 02:00:00+00:00,4.375,12.97,2.03,,2.03,,,5.06,0.14,2.96,,,275.0,275.0,,,110.0,20.0,324.1,276.7,67.7,35.6,61.2,3.5,2.96,2.84
2023-10-28 02:05:00+00:00,4.325,13.1,2.85,,2.85,,,5.0,0.1,2.94,,,297.5,297.5,,,110.0,20.0,315.2,278.5,53.2,27.3,54.2,2.7,3.03,1.89
2023-10-28 02:10:00+00:00,4.27,13.24,1.92,,1.92,,,5.03,0.28,2.91,,,267.5,267.5,,,110.0,20.0,303.6,269.1,49.8,25.5,49.5,2.5,3.1,2.04
2023-10-28 02:15:00+00:00,4.305,13.5,1.92,,1.92,,,5.06,0.17,2.89,,,267.5,267.5,,,110.0,20.0,300.5,267.3,48.0,24.7,47.7,2.4,3.14,2.03
2023-10-28 02:20:00+00:00,4.225,13.72,2.47,,2.47,,,4.95,0.1,2.88,,,275.0,275.0,,,110.0,20.0,290.4,262.5,40.5,20.7,41.6,2.0,3.25,1.83
2023-10-28 02:25:00+00:00,4.305,13.84,2.2,,2.2,,,5.03,0.14,2.86,,,265.0,265.0,,,110.0,20.0,291.1,260.1,44.5,23.1,43.3,2.3,3.21,2.2
2023-10-28 02:30:00+00:00,4.375,13.78,1.78,,1.78,,,5.03,0.17,2.85,,,252.5,252.5,,,110.0,20.0,293.0,257.2,51.1,26.5,47.2,2.7,3.15,2.59
2023-10-28 02:35:00+00:00,4.375,14.1,2.65,,2.65,,,4.97,0.1,2.85,,,267.5,267.5,,,110.0,20.0,296.2,261.5,49.7,26.7,46.1,2.7,3.22,2.83
2023-10-28 02:40:00+00:00,4.235,13.55,1.72,,1.72,,,4.99,0.17,2.84,,,245.0,245.0,,,110.0,20.0,285.6,251.0,49.5,25.6,46.5,2.4,3.2,2.45
2023-10-28 02:45:00+00:00,4.34,13.84,1.72,,1.72,,,4.99,0.1,2.85,,,242.5,242.5,,,110.0,20.0,289.8,248.8,58.4,30.8,50.8,3.0,3.19,3.27
2023-10-28 02:55:00+00:00,3.605,12.91,1.86,,1.86,,,4.18,0.07,2.87,,,237.5,237.5,,,110.0,20.0,253.9,233.8,29.0,14.8,30.1,1.0,3.58,1.77
2023-10-28 03:00:00+00:00,4.095,12.86,2.07,,2.07,,,4.78,0.1,2.89,,,237.5,237.5,,,110.0,20.0,289.1,243.3,64.7,34.5,53.4,2.9,3.14,3.88
2023-10-28 03:05:00+00:00,3.25,11.99,2.67,,2.67,,,3.67,0.03,2.91,,,255.0,255.0,,,110.0,20.0,247.9,232.4,22.2,11.5,22.8,0.7,3.69,1.87
2023-10-28 03:10:00+00:00,4.13,13.01,2.28,,2.28,,,4.74,0.07,2.94,,,240.0,240.0,,,110.0,20.0,291.1,246.0,63.6,34.3,52.3,3.0,3.15,3.92
2023-10-28 03:15:00+00:00,3.78,12.9,1.78,,1.78,,,4.61,0.17,2.97,,,225.0,225.0,,,110.0,20.0,260.4,228.8,45.0,23.5,40.9,1.7,3.41,2.75
2023-10-28 03:20:00+00:00,3.675,12.89,2.13,,2.13,,,4.25,0.13,3.01,,,232.5,232.5,,,110.0,20.0,254.6,230.6,34.3,17.9,33.4,1.3,3.51,2.24
2023-10-28 03:25:00+00:00,3.885,12.55,2.52,,2.52,,,4.61,0.17,3.05,,,242.5,242.5,,,110.0,20.0,,,,,,,3.23,
2023-10-28 03:30:00+00:00,3.745,12.4,2.13,,2.13,,,4.53,0.25,3.09,,,227.5,227.5,,,110.0,20.0,269.4,231.0,54.3,29.3,44.3,2.1,3.31,3.94
2023-10-28 03:35:00+00:00,3.125,11.62,2.45,,2.45,,,3.97,0.05,3.14,,,237.5,237.5,,,110.0,20.0,240.8,223.5,24.7,13.2,24.5,0.7,3.72,2.25
2023-10-28 03:40:00+00:00,3.57,11.86,1.78,,1.78,,,4.22,0.21,3.2,,,217.5,217.5,,,110.0,20.0,259.4,224.1,50.0,25.7,46.7,1.7,3.32,2.45
2023-10-28 03:45:00+00:00,3.605,11.76,2.17,,2.17,,,4.26,0.14,3.26,,,235.0,235.0,,,110.0,20.0,271.8,237.8,48.2,25.3,44.0,1.7,3.26,2.71
2023-10-28 03:50:00+00:00,3.525,11.45,1.65,,1.65,,,4.28,0.15,3.32,,,220.0,220.0,,,110.0,20.0,266.8,228.2,54.4,28.0,51.7,1.8,3.25,2.35
2023-10-28 03:55:00+00:00,3.535,11.48,1.86,,1.86,,,4.29,0.14,3.39,,,232.5,232.5,,,110.0,20.0,273.9,234.6,55.4,29.0,50.7,1.9,3.25,2.71
2023-10-28 04:00:00+00:00,3.01,10.96,1.82,,1.82,,,3.59,0.07,3.45,,,232.5,232.5,,,110.0,20.0,243.8,222.8,29.4,15.4,31.1,0.8,3.64,1.78
2023-10-28 04:05:00+00:00,3.05,11.11,2.0,,2.0,,,3.58,0.03,3.53,,,237.5,237.5,,,110.0,20.0,242.4,220.8,30.3,16.2,31.7,0.8,3.64,1.93
2023-10-28 04:10:00+00:00,3.5,11.38,1.96,,1.96,,,4.26,0.14,3.6,,,235.0,235.0,,,110.0,20.0,271.1,232.2,54.3,28.3,53.8,1.9,3.25,2.12
2023-10-28 04:15:00+00:00,3.78,11.61,1.72,,1.72,,,4.43,0.25,3.67,,,227.5,227.5,,,110.0,20.0,290.4,234.5,78.0,40.7,73.6,3.0,3.07,2.48
2023-10-28 04:20:00+00:00,3.9,12.15,2.2,,2.2,,,4.6,0.13,3.75,,,250.0,250.0,,,110.0,20.0,283.0,239.0,61.1,32.1,64.2,2.6,3.12,1.85
2023-10-28 04:25:00+00:00,4.2,13.02,2.07,,2.07,,,4.78,0.25,3.83,,,245.0,245.0,,,110.0,20.0,289.0,236.0,74.3,39.4,71.6,3.7,3.1,2.39
2023-10-28 04:30:00+00:00,4.34,13.96,1.92,,1.92,,,5.03,0.14,3.91,,,242.5,242.5,,,110.0,20.0,273.6,228.6,62.7,33.3,63.7,3.4,3.22,2.07
2023-10-28 04:35:00+00:00,4.275,14.61,2.45,,2.45,,,5.1,0.13,3.99,,,242.5,242.5,,,110.0,20.0,252.7,217.9,47.7,25.4,54.1,2.6,3.42,1.57
2023-10-28 04:40:00+00:00,4.865,15.7,1.82,,1.82,,,5.55,0.25,4.07,,,232.5,232.5,,,110.0,20.0,265.4,219.4,63.5,33.5,66.1,4.3,3.23,1.9
2023-10-28 04:45:00+00:00,5.075,16.85,2.41,,2.41,,,5.86,0.17,4.15,,,232.5,232.5,,,110.0,20.0,254.3,213.7,55.5,29.4,63.5,4.2,3.32,1.52
2023-10-28 04:50:00+00:00,5.625,18.2,2.1,,2.1,,,6.25,0.2,4.23,,,232.5,232.5,,,110.0,20.0,269.5,217.8,72.5,39.3,74.0,6.7,3.24,2.13
2023-10-28 04:55:00+00:00,5.845,20.24,2.03,,2.03,,,6.6,0.1,4.31,,,237.5,237.5,,,110.0,20.0,250.1,216.3,47.1,25.9,50.7,4.9,3.46,1.89
2023-10-28 05:00:00+00:00,6.405,21.75,2.56,,2.56,,,7.05,0.21,4.39,,,232.5,232.5,,,110.0,20.0,249.4,208.9,56.8,31.0,61.0,6.9,3.4,1.93
2023-10-28 05:05:00+00:00,6.625,22.74,2.42,,2.42,,,7.18,0.13,4.47,,,227.5,227.5,,,110.0,20.0,243.6,205.2,53.4,29.0,58.6,7.0,3.43,1.75
2023-10-28 05:10:00+00:00,6.79,23.77,2.41,,2.41,,,7.41,0.07,4.55,,,222.5,222.5,,,110.0,20.0,242.4,200.6,59.1,32.4,55.7,8.0,3.5,2.57
2023-10-28 05:15:00+00:00,6.93,23.94,2.59,,2.59,,,7.68,0.21,4.63,,,217.5,217.5,,,110.0,20.0,238.9,197.5,57.1,30.8,60.2,8.0,3.45,1.91
2023-10-28 05:20:00+00:00,7.05,24.02,2.67,,2.67,,,7.78,0.08,4.7,,,217.5,217.5,,,110.0,20.0,240.6,195.2,63.1,34.1,64.9,9.1,3.41,2.06
2023-10-28 05:25:00+00:00,7.455,25.27,1.82,,2.56,1.82,1.9,8.14,0.1,4.78,,,217.5,217.5,123.4,,110.0,20.0,247.9,198.2,69.2,37.5,65.1,11.2,3.39,2.43
2023-10-28 05:30:00+00:00,7.77,26.17,2.48,,2.48,,,8.42,0.14,4.85,,,217.5,217.5,,,110.0,20.0,253.1,201.0,72.9,39.2,65.4,12.6,3.37,2.55
2023-10-28 05:35:00+00:00,7.975,26.83,1.6,,2.58,1.6,1.63,8.63,0.13,4.92,,,215.0,215.0,99.5,,110.0,20.0,250.1,202.3,66.7,35.7,65.6,12.1,3.36,2.21
2023-10-28 05:40:00+00:00,8.225,28.5,2.66,,2.66,,,9.05,0.17,4.99,,,220.0,220.0,,,110.0,20.0,240.3,201.7,52.6,28.3,56.5,10.6,3.46,1.74
2023-10-28 05:45:00+00:00,8.785,29.99,2.17,,2.77,2.17,2.25,9.33,0.17,5.06,,,222.5,222.5,128.7,,110.0,20.0,247.7,204.1,60.3,33.1,59.4,13.9,3.41,2.09
2023-10-28 05:50:00+00:00,8.825,31.55,1.8,,3.55,1.8,1.93,9.38,0.1,5.13,,,227.5,227.5,97.7,,93.1,3.0,225.7,193.2,44.8,25.0,62.6,11.0,3.58,1.0
2023-10-28 05:55:00+00:00,8.96,32.03,1.86,,2.8,1.86,2.11,9.72,0.14,5.19,,,222.5,222.5,97.9,,93.9,3.9,231.1,196.3,47.9,26.4,48.4,11.8,3.58,1.9
2023-10-28 06:00:00+00:00,8.995,31.79,2.13,,3.12,2.13,2.25,9.75,0.25,5.25,,,220.0,220.0,98.7,,93.0,3.0,229.7,191.2,52.7,29.2,57.8,13.1,3.53,1.78
2023-10-28 06:05:00+00:00,9.025,31.3,2.2,,2.92,2.2,2.26,9.82,0.1,5.32,,,215.0,215.0,97.1,,110.0,20.0,236.1,193.8,57.9,31.2,56.8,13.8,3.47,2.08
