Time,CS,foF2,foF1,MUFD,fmin,fminF,fxI,FF,foF2p,hF,hF2,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-03-21 11:45:00+00:00,100,9.387,4.16,34.29,3.9,3.9,9.93,,6.39,215.5,239.5,110.0,20.0,228.9,169.1,200.8,34.5,17.2,22.0,48.8,11.2,3.66,1.23,0.5
2011-03-21 12:00:00+00:00,100,9.137,4.41,31.19,4.25,4.25,9.68,,6.37,255.0,241.0,110.0,20.0,250.4,191.8,209.6,57.8,17.5,32.7,54.1,14.9,3.42,2.92,0.5
2011-03-21 12:15:00+00:00,100,8.712,4.46,29.51,3.92,3.92,9.25,,6.36,216.0,248.5,110.0,20.0,247.7,179.0,203.3,60.1,27.0,35.7,66.8,14.9,3.39,1.9,0.5
2011-03-21 12:30:00+00:00,70,8.575,,28.42,5.7,5.7,9.13,,6.35,246.0,,110.0,20.0,239.3,,174.1,86.0,,48.2,93.8,18.9,3.31,1.85,
2011-03-21 12:45:00+00:00,100,6.913,4.31,26.1,3.42,3.42,7.45,,6.34,204.5,253.5,110.0,20.0,212.1,161.3,181.3,28.7,33.3,25.2,59.7,7.0,3.78,1.0,0.5
2011-03-21 13:00:00+00:00,70,8.087,4.59,27.72,4.6,4.6,8.63,,6.34,255.0,255.0,110.0,20.0,233.6,156.1,185.8,58.9,2.2,38.1,81.5,13.6,3.43,1.39,0.5
2011-03-21 13:15:00+00:00,70,7.738,4.24,27.2,4.25,4.25,8.27,,6.34,251.0,251.0,110.0,20.0,227.3,152.4,185.0,49.3,2.0,33.3,76.5,11.1,3.52,1.17,0.5
2011-03-21 13:30:00+00:00,100,7.387,4.14,26.15,3.47,3.47,7.93,,6.33,172.0,208.5,110.0,20.0,225.3,154.6,184.2,46.6,16.8,31.8,76.7,9.7,3.55,1.1,0.5
2011-03-21 13:45:00+00:00,0,7.675,4.3,25.16,3.9,3.9,8.23,,,227.5,252.0,110.0,20.0,,,,,,,,,3.28,,
2011-03-21 14:00:00+00:00,100,7.838,3.92,27.76,3.38,3.38,8.38,,6.29,210.0,256.0,110.0,20.0,234.8,168.4,200.8,42.8,57.7,28.4,60.5,9.9,3.55,1.26,1.01
2011-03-21 14:15:00+00:00,100,7.225,,24.62,3.53,3.53,7.78,,6.25,237.0,,110.0,20.0,235.5,,185.3,66.5,,39.0,75.1,11.2,3.41,1.84,
2011-03-21 14:30:00+00:00,70,8.0,,27.43,3.53,3.53,8.55,,6.19,233.5,,110.0,20.0,243.1,,204.9,50.2,,30.8,68.2,11.2,3.43,1.22,
2011-03-21 14:45:00+00:00,70,8.625,,31.06,3.92,3.92,9.18,,6.11,251.0,,110.0,20.0,231.9,,201.6,39.4,,24.2,60.5,10.5,3.6,1.0,
2011-03-21 15:00:00+00:00,70,8.75,,31.09,3.42,3.42,9.3,,6.02,241.0,,110.0,20.0,236.1,,203.1,45.2,,26.5,56.7,11.5,3.55,1.35,
2011-03-21 15:15:00+00:00,70,8.825,,31.64,3.53,3.53,9.38,,5.9,234.5,,110.0,20.0,231.3,,199.3,44.2,,25.6,54.6,11.2,3.59,1.38,
2011-03-21 15:30:00+00:00,70,8.65,,32.56,3.28,3.28,9.2,,5.76,228.5,,110.0,20.0,221.3,,196.9,33.6,,19.7,43.3,8.5,3.76,1.25,
2011-03-21 15:45:00+00:00,70,8.575,,31.88,3.28,3.28,9.13,,5.61,218.5,,110.0,20.0,221.5,,192.8,40.1,,22.6,46.5,9.3,3.72,1.55,
2011-03-21 16:00:00+00:00,70,7.875,,29.22,2.97,2.97,8.43,,5.45,213.5,,110.0,20.0,221.5,,191.3,42.3,,23.7,46.6,8.1,3.71,1.77,
2011-03-21 16:15:00+00:00,70,7.525,,27.74,2.92,2.92,8.07,,5.27,211.0,,110.0,20.0,223.5,,192.0,44.5,,24.5,47.4,7.6,3.69,1.9,
2011-03-21 16:30:00+00:00,70,7.275,,26.96,3.3,3.3,7.82,,5.08,208.5,,110.0,20.0,223.1,,191.8,44.2,,23.8,45.7,6.8,3.71,2.0,
2011-03-21 16:45:00+00:00,50,6.55,,24.56,3.13,3.13,7.1,,4.89,204.5,,110.0,20.0,221.5,,195.2,37.2,,19.8,37.8,4.6,3.75,2.07,
2011-03-21 17:00:00+00:00,50,5.4,,21.36,2.85,2.85,5.95,,4.69,199.5,,110.0,20.0,212.1,,193.8,26.0,,13.9,25.1,2.2,3.96,2.48,
2011-03-21 17:15:00+00:00,100,4.175,,15.57,2.75,2.75,4.72,,4.49,202.0,,110.0,20.0,223.7,,198.1,36.4,,19.9,31.7,1.8,3.73,4.16,
2011-03-21 17:30:00+00:00,100,4.1,,14.16,3.25,3.25,4.65,,4.3,252.0,,110.0,20.0,260.6,,233.8,38.3,,20.5,37.2,1.8,3.45,2.37,
2011-03-21 21:30:00+00:00,100,3.4,,10.57,2.83,2.83,3.95,,2.66,349.5,,110.0,20.0,311.4,,277.5,48.7,,24.8,52.1,1.5,3.11,1.63,
2011-03-21 22:00:00+00:00,100,3.275,,9.91,2.97,2.97,3.83,,2.7,368.0,,110.0,20.0,319.3,,280.6,55.5,,28.9,56.8,1.7,3.03,1.92,
2011-03-21 22:45:00+00:00,100,3.175,,9.98,2.95,2.95,3.72,,2.87,368.0,,110.0,20.0,304.6,,272.2,46.4,,23.9,48.7,1.3,3.14,1.75,
2011-03-21 23:15:00+00:00,100,3.25,,10.3,2.85,2.85,3.8,,3.02,344.5,,110.0,20.0,304.6,,273.2,45.1,,23.0,48.2,1.3,3.17,1.65,
2011-03-21 23:30:00+00:00,100,3.275,,10.81,2.88,2.88,3.83,,3.09,335.0,,110.0,20.0,293.2,,266.7,38.1,,19.2,41.8,1.1,3.3,1.49,
2011-03-22 00:00:00+00:00,100,3.175,,10.1,2.88,2.88,3.72,,3.2,343.0,,110.0,20.0,300.5,,268.8,45.4,,23.5,47.1,1.3,3.18,1.83,
2011-03-22 00:15:00+00:00,100,3.05,,9.42,2.67,2.67,3.6,,3.23,344.5,,110.0,20.0,310.8,,273.9,52.8,,27.6,53.8,1.4,3.09,1.96,
2011-03-22 00:45:00+00:00,100,3.125,,9.66,2.83,2.83,3.67,,3.21,358.0,,110.0,20.0,310.4,,274.2,51.8,,26.9,53.7,1.4,3.09,1.85,
2011-03-22 01:00:00+00:00,100,3.175,,10.06,2.85,2.85,3.72,,3.17,343.5,,110.0,20.0,301.6,,268.6,47.2,,24.4,49.0,1.3,3.17,1.83,
2011-03-22 01:15:00+00:00,100,3.275,,10.81,2.85,2.85,3.83,,3.1,327.0,,110.0,20.0,290.7,,263.4,39.3,,19.9,42.7,1.2,3.3,1.55,
2011-03-22 01:30:00+00:00,100,3.275,,11.15,2.85,2.85,3.83,,3.03,310.5,,110.0,20.0,279.8,,256.1,34.1,,17.3,37.1,1.0,3.4,1.54,
2011-03-22 01:45:00+00:00,100,3.2,,10.49,3.0,3.0,3.75,,2.94,325.0,,110.0,20.0,287.8,,257.9,42.8,,22.5,42.9,1.2,3.28,2.08,
2011-03-22 03:30:00+00:00,100,2.375,,9.05,1.9,1.9,2.92,,2.8,247.5,,110.0,20.0,235.0,,218.6,22.8,,12.1,24.5,0.4,3.81,1.78,
2011-03-22 04:15:00+00:00,50,3.45,,12.19,3.08,3.08,4.0,,3.23,278.5,,110.0,20.0,240.9,,203.5,51.3,,28.0,54.3,1.9,3.53,2.0,
2011-03-22 04:30:00+00:00,70,3.85,,15.08,2.83,2.83,4.4,,3.42,216.0,,110.0,20.0,202.2,,176.4,33.7,,18.6,39.5,1.6,3.92,1.61,
2011-03-22 04:45:00+00:00,70,4.4,,15.86,2.92,2.92,4.95,,3.63,208.5,,110.0,20.0,221.3,,176.2,63.5,,34.8,61.3,3.7,3.61,2.66,
2011-03-22 05:00:00+00:00,70,4.625,,17.52,2.97,2.97,5.18,,3.85,216.0,,110.0,20.0,204.7,,170.6,43.8,,25.1,54.6,3.1,3.79,1.49,
2011-03-22 05:15:00+00:00,70,4.85,,18.01,3.0,3.0,5.4,,4.06,216.0,,110.0,20.0,208.0,,168.3,51.7,,29.8,61.8,3.9,3.71,1.67,
2011-03-22 05:30:00+00:00,70,5.725,,18.8,3.13,3.13,6.28,,4.27,221.0,,110.0,20.0,245.6,,183.2,84.0,,47.0,90.3,8.3,3.28,2.01,
2011-03-22 05:45:00+00:00,70,6.3,,22.85,3.15,3.15,6.85,,4.47,231.0,,110.0,20.0,223.9,,189.0,43.3,,26.7,66.6,6.2,3.63,1.01,
2011-03-22 06:00:00+00:00,70,6.45,,24.52,3.5,3.5,7.0,,4.65,233.5,,110.0,20.0,212.3,,179.5,41.8,,26.1,62.3,6.2,3.8,1.08,
2011-03-22 06:15:00+00:00,70,6.375,,22.6,3.4,3.4,6.93,,4.83,228.5,,110.0,20.0,221.5,,175.9,59.7,,35.1,72.0,7.9,3.55,1.63,
2011-03-22 06:30:00+00:00,70,6.675,,22.0,3.58,3.58,7.22,,4.99,221.0,,110.0,20.0,248.7,,175.6,101.3,,56.1,107.7,13.2,3.3,2.19,
2011-03-22 06:45:00+00:00,70,6.1,,22.29,4.07,4.07,6.65,,5.14,237.0,,110.0,20.0,207.1,,161.7,51.7,,31.5,82.1,6.6,3.65,1.04,
2011-03-22 07:00:00+00:00,100,6.238,3.71,21.86,3.3,3.3,6.78,,5.28,190.0,228.5,110.0,20.0,223.1,157.6,175.8,54.8,22.9,35.8,79.2,7.7,3.51,1.37,0.5
2011-03-22 07:15:00+00:00,100,6.288,3.91,20.95,3.4,3.4,6.82,,5.42,172.0,232.5,110.0,20.0,230.6,149.5,167.1,72.7,32.1,46.7,102.5,9.9,3.34,1.46,0.09
2011-03-22 07:30:00+00:00,100,6.3,,21.63,4.25,4.25,6.85,,5.56,242.0,,110.0,20.0,220.4,,160.6,73.3,,42.8,90.2,9.2,3.43,1.58,
2011-03-22 07:45:00+00:00,100,6.65,,21.77,3.45,3.45,7.2,,5.69,174.5,,110.0,20.0,238.6,,170.0,73.1,,43.6,117.8,10.7,3.27,1.0,
2011-03-22 08:00:00+00:00,50,7.325,,24.39,6.18,6.18,7.88,,5.82,296.0,,110.0,20.0,224.0,,160.9,79.0,,43.8,100.0,12.6,3.33,1.41,
2011-03-22 08:15:00+00:00,70,7.8,,26.96,5.57,5.57,8.43,0.08,5.95,266.0,,110.0,20.0,223.5,,166.4,69.4,,39.6,94.9,13.1,3.46,1.22,
2011-03-22 08:30:00+00:00,70,7.838,4.96,27.93,4.97,4.97,8.38,,6.07,251.0,251.0,110.0,20.0,220.1,158.1,175.0,52.1,3.4,35.6,75.0,12.0,3.57,1.41,0.5
2011-03-22 08:45:00+00:00,0,6.8,4.57,24.33,4.35,4.35,7.35,,,238.5,252.0,110.0,20.0,,,,,,,,,3.58,,
2011-03-22 09:00:00+00:00,0,7.9,4.32,26.95,4.0,4.0,8.45,,,212.0,252.0,110.0,20.0,,,,,,,,,3.41,,
2011-03-22 09:15:00+00:00,100,6.863,4.36,24.83,3.95,3.95,7.4,,6.38,198.8,282.0,110.0,20.0,221.3,161.4,180.8,30.6,58.2,30.5,74.1,8.3,3.63,1.0,1.0
2011-03-22 09:30:00+00:00,70,8.35,,25.92,4.75,4.75,8.9,,6.44,282.0,,110.0,20.0,263.7,,195.1,85.8,,51.1,93.7,19.4,3.11,1.75,
2011-03-22 09:45:00+00:00,100,8.813,4.71,27.57,4.28,4.28,9.38,0.03,6.49,247.5,296.0,110.0,20.0,283.0,202.6,233.0,65.5,26.5,40.5,77.7,17.5,3.13,1.72,0.5
2011-03-22 10:00:00+00:00,70,9.25,,29.87,5.57,5.57,9.8,,6.52,278.5,,110.0,20.0,251.6,,189.7,78.0,,45.2,90.8,21.1,3.23,1.5,
2011-03-22 10:15:00+00:00,70,9.25,,31.96,5.53,5.53,9.82,0.03,6.53,274.5,,110.0,20.0,232.5,,184.4,57.4,,34.4,86.9,16.5,3.45,1.0,
2011-03-22 10:30:00+00:00,50,8.45,,30.16,6.13,6.13,9.0,,6.53,257.5,,110.0,20.0,212.3,,160.4,62.2,,35.1,92.3,13.7,3.57,1.06,
2011-03-22 10:45:00+00:00,70,9.075,,29.53,5.75,5.75,9.63,,6.51,262.5,,110.0,20.0,244.4,,180.9,80.4,,45.8,92.8,20.4,3.25,1.55,
2011-03-22 11:00:00+00:00,70,8.975,,30.75,5.53,5.53,9.55,0.03,6.48,268.5,,110.0,20.0,232.8,,180.9,62.9,,37.2,90.2,16.6,3.43,1.09,
2011-03-22 11:15:00+00:00,70,9.05,,29.83,6.03,6.03,9.6,,6.45,261.0,,110.0,20.0,240.7,,176.3,82.5,,46.3,94.4,20.4,3.3,1.59,
2011-03-22 11:30:00+00:00,0,9.3,4.95,30.85,4.97,4.97,9.85,,,268.5,268.5,110.0,20.0,,,,,,,,,3.32,,
2011-03-22 11:45:00+00:00,70,9.25,,30.77,5.57,5.57,9.8,,6.39,258.5,,110.0,20.0,240.5,,182.4,74.2,,42.5,87.5,19.8,3.33,1.51,
2011-03-22 12:00:00+00:00,70,9.225,,31.47,5.55,5.55,9.77,,6.37,256.0,,110.0,20.0,233.6,,180.2,67.8,,39.1,85.2,18.2,3.41,1.36,
2011-03-22 12:15:00+00:00,70,8.875,,30.33,6.0,6.0,9.43,,6.36,250.0,,110.0,20.0,228.4,,170.7,74.5,,41.7,87.6,17.7,3.42,1.56,
2011-03-22 12:30:00+00:00,50,8.825,,30.0,6.13,6.13,9.38,,6.35,248.5,,110.0,20.0,229.9,,171.1,75.7,,42.2,89.6,17.7,3.4,1.53,
2011-03-22 12:45:00+00:00,50,8.425,,29.34,5.97,5.97,9.0,0.03,6.34,243.5,,110.0,20.0,219.9,,165.6,68.7,,38.3,87.9,14.7,3.48,1.35,
2011-03-22 13:00:00+00:00,70,7.925,,27.25,5.55,5.55,8.48,,6.34,251.0,,110.0,20.0,224.3,,167.0,71.8,,40.4,91.9,13.8,3.44,1.36,
2011-03-22 13:15:00+00:00,50,7.775,,25.9,3.6,6.03,8.4,0.08,6.34,273.5,,110.0,20.0,231.3,,167.5,80.9,,44.9,97.9,14.6,3.33,1.49,
2011-03-22 13:30:00+00:00,0,7.9,4.32,28.27,4.07,4.07,8.45,,,246.0,264.5,110.0,20.0,,,,,,,,,3.58,,
2011-03-22 13:45:00+00:00,50,7.75,,26.8,3.4,5.65,8.3,,6.32,253.5,,110.0,20.0,220.9,,166.5,68.2,,37.9,90.5,12.4,3.46,1.27,
2011-03-22 14:00:00+00:00,100,7.825,,26.65,3.92,3.92,8.38,,6.29,246.0,,110.0,20.0,238.8,,191.5,61.3,,36.7,76.3,12.5,3.41,1.48,
2011-03-22 14:15:00+00:00,50,7.65,,27.22,3.28,3.92,8.2,,6.25,249.5,,110.0,20.0,226.1,,189.0,46.6,,29.1,69.7,9.7,3.56,1.06,
2011-03-22 14:30:00+00:00,50,7.475,,25.15,3.22,3.97,8.02,,6.19,238.5,,110.0,20.0,240.6,,185.4,74.2,,42.7,79.3,12.9,3.37,2.04,
2011-03-22 14:45:00+00:00,70,7.525,,25.69,4.0,4.0,8.07,,6.11,254.5,,110.0,20.0,239.2,,192.2,61.0,,36.0,78.4,11.3,3.41,1.36,
2011-03-22 15:00:00+00:00,70,7.85,,27.86,3.4,3.4,8.43,0.03,6.02,243.5,,110.0,20.0,234.0,,199.4,46.0,,27.6,62.2,9.7,3.55,1.2,
2011-03-22 15:15:00+00:00,70,7.85,,28.78,3.4,3.4,8.4,,5.9,236.0,,110.0,20.0,225.1,,195.4,39.8,,23.9,54.9,8.4,3.67,1.14,
2011-03-22 15:30:00+00:00,70,7.85,,28.59,3.72,3.72,8.4,,5.76,232.0,,110.0,20.0,223.5,,191.0,43.8,,25.3,58.3,8.8,3.64,1.19,
2011-03-22 15:45:00+00:00,50,8.0,,28.93,3.1,4.7,8.55,,5.61,224.5,,110.0,20.0,222.1,,183.7,52.1,,28.2,61.0,9.9,3.62,1.5,
2011-03-22 16:00:00+00:00,50,8.0,,29.78,3.22,6.53,8.55,,5.45,239.5,,110.0,20.0,212.4,,177.6,47.9,,25.5,51.7,8.8,3.72,1.8,
2011-03-22 16:15:00+00:00,50,7.9,,29.32,2.75,4.63,8.45,,5.27,219.5,,110.0,20.0,220.0,,187.6,45.0,,24.0,50.7,8.2,3.71,1.58,
2011-03-22 16:30:00+00:00,50,7.6,,29.48,3.33,4.53,8.15,,5.08,214.5,,110.0,20.0,211.2,,186.4,34.7,,18.2,39.4,5.8,3.88,1.49,
2011-03-22 16:45:00+00:00,50,6.85,,27.47,3.1,3.1,7.4,,4.89,199.5,,110.0,20.0,206.6,,189.2,24.7,,13.1,26.9,3.4,4.01,1.67,
2011-03-22 17:00:00+00:00,50,4.725,,19.61,3.47,3.47,5.28,,4.69,200.5,,110.0,20.0,202.2,,188.6,19.3,,10.7,18.8,1.3,4.15,2.45,
2011-03-22 17:30:00+00:00,100,3.6,,12.74,3.42,3.42,4.15,,4.3,295.0,,110.0,20.0,253.1,,229.5,33.6,,17.7,34.5,1.2,3.54,1.96,
2011-03-22 17:45:00+00:00,100,3.875,,11.38,2.97,2.97,4.43,,4.11,301.3,,110.0,20.0,329.2,,273.3,79.8,,43.0,74.3,3.4,2.94,2.9,
2011-03-22 18:30:00+00:00,100,3.6,,11.81,3.42,3.42,4.15,,3.6,340.0,,110.0,20.0,282.8,,254.5,40.8,,21.2,41.6,1.5,3.28,1.92,
2011-03-22 20:00:00+00:00,100,3.825,,11.74,2.8,2.8,4.38,,2.89,304.5,,110.0,20.0,313.4,,275.3,54.7,,28.8,54.2,2.2,3.07,2.16,
2011-03-22 20:15:00+00:00,100,3.75,,11.54,3.42,3.42,4.3,,2.82,355.5,,110.0,20.0,316.0,,277.7,55.0,,28.8,55.1,2.1,3.08,2.06,
2011-03-22 20:30:00+00:00,100,3.75,,11.28,3.58,3.58,4.3,,2.76,385.0,,110.0,20.0,319.6,,280.4,56.4,,29.4,56.8,2.2,3.01,2.01,
2011-03-22 21:15:00+00:00,100,3.725,,11.28,2.83,2.83,4.28,,2.66,318.8,,110.0,20.0,318.1,,279.2,55.9,,29.4,55.6,2.2,3.03,2.13,
2011-03-22 21:45:00+00:00,100,3.8,,11.32,3.4,3.4,4.35,,2.67,364.5,,110.0,20.0,329.6,,287.1,61.1,,32.0,61.2,2.4,2.98,2.06,
2011-03-22 22:15:00+00:00,100,3.725,,11.54,3.42,3.42,4.28,,2.74,361.0,,110.0,20.0,311.4,,276.8,49.8,,25.8,51.0,1.9,3.1,1.89,
2011-03-22 22:45:00+00:00,100,3.7,,11.36,3.42,3.42,4.25,,2.87,372.0,,110.0,20.0,313.1,,278.3,50.2,,25.9,51.8,1.9,3.07,1.84,
2011-03-23 00:30:00+00:00,100,3.625,,10.9,3.33,3.33,4.18,,3.23,368.5,,110.0,20.0,324.0,,282.5,59.6,,31.2,59.7,2.2,3.01,2.06,
2011-03-23 00:45:00+00:00,100,3.725,,11.06,3.2,3.2,4.28,,3.21,347.0,,110.0,20.0,330.4,,286.1,63.6,,33.4,63.3,2.4,2.97,2.12,
2011-03-23 01:15:00+00:00,100,3.95,,11.59,3.2,3.2,4.5,,3.1,318.0,,110.0,20.0,337.3,,288.7,69.6,,36.9,67.4,3.0,2.93,2.37,
2011-03-23 01:45:00+00:00,100,3.75,,11.88,3.45,3.45,4.3,,2.94,332.0,,110.0,20.0,301.2,,267.2,48.9,,25.6,48.9,1.9,3.17,2.07,
2011-03-23 02:00:00+00:00,100,3.8,,12.4,2.67,2.67,4.35,,2.85,259.5,,110.0,20.0,285.7,,252.5,47.4,,25.9,42.0,1.9,3.26,3.76,
2011-03-23 02:15:00+00:00,100,3.75,,12.47,3.4,3.4,4.3,,2.78,300.0,,110.0,20.0,284.5,,255.7,41.4,,21.8,41.1,1.6,3.33,2.15,
2011-03-23 02:30:00+00:00,100,3.475,,12.34,2.92,2.92,4.03,,2.72,265.5,,110.0,20.0,260.6,,240.2,29.3,,15.4,29.2,1.0,3.55,2.11,
2011-03-23 04:00:00+00:00,50,3.3,,10.67,2.9,2.9,3.85,,3.06,304.5,,110.0,20.0,272.2,,229.2,59.7,,32.2,62.1,1.9,3.23,2.02,
2011-03-23 04:15:00+00:00,70,3.5,,12.58,2.95,2.95,4.05,,3.23,261.0,,110.0,20.0,230.2,,196.9,44.8,,24.3,49.2,1.7,3.6,1.82,
2011-03-23 04:30:00+00:00,70,4.35,,14.97,2.92,2.92,4.9,,3.42,233.5,,110.0,20.0,239.3,,192.1,65.3,,35.7,67.2,3.7,3.44,2.16,
2011-03-23 04:45:00+00:00,70,4.8,,17.01,2.95,2.95,5.35,,3.63,219.5,,110.0,20.0,225.2,,183.0,57.1,,31.6,63.0,4.0,3.55,1.85,
2011-03-23 05:00:00+00:00,70,5.15,,19.31,3.25,3.25,5.7,,3.85,219.5,,110.0,20.0,208.6,,173.9,45.4,,25.8,55.2,3.9,3.75,1.53,
2011-03-23 05:15:00+00:00,70,5.375,,19.36,3.25,3.25,5.93,,4.06,216.0,,110.0,20.0,217.5,,173.9,57.4,,32.4,67.4,5.2,3.6,1.67,
2011-03-23 05:30:00+00:00,70,5.65,,20.64,3.4,3.4,6.2,,4.27,227.0,,110.0,20.0,212.5,,174.2,47.3,,27.9,66.5,5.1,3.65,1.19,
2011-03-23 05:45:00+00:00,70,6.2,,22.04,3.5,3.5,6.75,,4.47,228.5,,110.0,20.0,222.8,,177.1,60.5,,35.0,71.6,7.4,3.55,1.67,
2011-03-23 06:00:00+00:00,0,6.3,3.65,23.36,3.3,3.3,6.85,,,220.0,226.0,110.0,20.0,,,,,,,,,3.71,,
2011-03-23 06:15:00+00:00,100,6.338,3.5,20.79,3.4,3.4,6.88,,4.83,220.0,221.0,110.0,20.0,252.7,179.7,190.9,86.2,6.2,47.5,79.3,10.1,3.29,3.2,0.5
2011-03-23 06:30:00+00:00,0,6.25,3.67,21.01,3.4,3.4,6.8,,,213.5,227.0,110.0,20.0,,,,,,,,,3.36,,
2011-03-23 06:45:00+00:00,70,6.3,,21.78,3.75,3.75,6.85,,5.14,233.5,,110.0,20.0,224.1,,171.1,66.0,,39.2,82.3,8.6,3.46,1.55,
2011-03-23 07:00:00+00:00,100,6.725,,18.88,3.4,3.4,7.28,,5.28,214.5,,110.0,20.0,282.6,,183.1,125.1,,68.6,145.9,16.5,2.81,1.53,
2011-03-23 07:15:00+00:00,0,7.15,4.18,21.99,4.0,4.0,7.7,,,237.5,277.0,110.0,20.0,,,,,,,,,3.08,,
2011-03-23 07:30:00+00:00,100,7.113,4.13,24.1,3.92,3.92,7.65,,5.56,247.5,270.0,110.0,20.0,252.6,199.5,216.7,42.8,10.6,29.1,59.7,8.5,3.39,1.42,0.5
2011-03-23 07:45:00+00:00,100,7.813,4.31,24.71,3.78,3.78,8.38,0.03,5.69,227.0,256.3,110.0,20.0,258.8,164.7,196.1,78.0,38.6,48.6,100.6,16.1,3.17,1.56,0.5
2011-03-23 08:00:00+00:00,100,8.337,4.61,27.57,3.97,3.97,8.88,,5.82,222.0,273.5,110.0,20.0,256.1,183.0,209.8,63.5,72.2,40.2,72.9,15.4,3.31,1.81,1.16
2011-03-23 08:15:00+00:00,0,7.8,6.1,27.27,6.13,6.13,8.35,,,260.0,260.5,110.0,20.0,,,,,,,,,3.5,,
2011-03-23 08:30:00+00:00,70,7.613,4.61,24.91,4.63,4.63,8.15,,6.07,264.5,264.5,110.0,20.0,242.2,158.6,182.3,68.6,4.2,45.5,101.2,14.3,3.28,1.34,0.5
2011-03-23 08:45:00+00:00,50,8.05,,25.92,6.15,6.15,8.6,,6.19,288.5,,110.0,20.0,241.4,,170.5,89.4,,49.8,104.5,17.3,3.22,1.55,
2011-03-23 09:00:00+00:00,50,8.4,,25.44,6.15,6.15,8.95,,6.29,282.0,,110.0,20.0,269.5,,182.6,114.9,,63.7,123.8,23.8,3.03,1.88,
2011-03-23 09:15:00+00:00,70,8.625,,27.89,4.65,4.65,9.18,,6.38,292.0,,110.0,20.0,254.8,,202.5,63.0,,39.7,87.5,16.6,3.23,1.16,
2011-03-23 09:30:00+00:00,50,8.875,,26.76,7.43,7.43,9.43,,6.44,334.5,,110.0,20.0,260.0,,179.3,104.6,,57.2,116.6,24.0,3.02,1.65,
2011-03-23 09:45:00+00:00,70,9.275,,29.49,5.85,5.85,9.82,,6.49,288.5,,110.0,20.0,254.7,,189.8,80.7,,46.1,98.2,21.7,3.18,1.35,
2011-03-23 10:00:00+00:00,0,9.65,6.03,30.84,6.05,6.05,10.2,,,278.5,278.5,110.0,20.0,,,,,,,,,3.2,,
2011-03-23 10:15:00+00:00,70,10.125,,32.53,5.85,5.85,10.68,,6.53,273.5,,110.0,20.0,255.1,,193.9,78.8,,44.8,90.6,25.1,3.21,1.5,
2011-03-23 10:30:00+00:00,70,10.0,,33.33,6.0,6.0,10.55,,6.53,266.0,,110.0,20.0,241.6,,184.5,73.1,,41.4,89.0,22.6,3.33,1.38,
2011-03-23 10:45:00+00:00,70,9.825,,31.96,5.6,5.6,10.38,,6.51,261.0,,110.0,20.0,249.9,,190.0,77.2,,44.2,88.5,23.2,3.25,1.55,
2011-03-23 11:00:00+00:00,50,9.75,,30.81,6.38,6.38,10.3,,6.48,268.5,,110.0,20.0,256.5,,185.2,93.6,,51.9,101.3,26.4,3.16,1.74,
2011-03-23 11:15:00+00:00,50,9.775,,31.86,6.35,6.35,10.32,,6.45,275.0,,110.0,20.0,245.8,,183.8,78.6,,43.9,96.0,22.8,3.26,1.35,
2011-03-23 11:30:00+00:00,100,10.137,4.43,32.81,3.92,3.92,10.68,,6.42,212.0,243.5,110.0,20.0,267.9,173.6,221.5,59.5,17.6,36.0,73.4,20.5,3.24,1.57,0.5
2011-03-23 11:45:00+00:00,100,10.238,4.36,33.59,4.0,4.0,10.77,,6.39,216.0,264.5,110.0,20.0,259.2,158.8,213.0,60.5,46.9,36.6,72.9,21.2,3.29,1.61,1.5
2011-03-23 12:00:00+00:00,100,9.538,4.21,33.09,3.75,3.75,10.07,,6.37,203.5,257.0,110.0,20.0,244.6,159.3,210.4,42.6,31.8,27.4,58.6,14.3,3.47,1.28,1.1
2011-03-23 12:15:00+00:00,0,10.2,4.45,33.92,4.13,4.13,10.77,0.03,,223.5,254.5,110.0,20.0,,,,,,,,,3.33,,
2011-03-23 12:30:00+00:00,50,9.55,,33.47,6.5,6.5,10.1,,6.35,251.0,,110.0,20.0,222.0,,170.7,65.2,,35.9,87.4,17.9,3.51,1.19,
2011-03-23 12:45:00+00:00,70,9.275,,32.62,5.8,5.8,9.82,,6.34,243.5,,110.0,20.0,223.1,,173.5,63.2,,35.6,84.2,16.7,3.52,1.22,
2011-03-23 13:00:00+00:00,100,8.913,4.27,29.37,3.85,3.85,9.45,,6.34,211.0,247.0,110.0,20.0,252.6,156.4,196.6,77.3,38.2,44.8,82.1,19.1,3.3,2.04,1.0
2011-03-23 13:15:00+00:00,100,8.813,4.36,29.31,3.67,3.67,9.35,,6.34,213.5,258.5,110.0,20.0,258.2,181.8,213.1,61.9,28.8,36.4,66.0,15.5,3.33,2.01,0.5
2011-03-23 13:30:00+00:00,100,8.6,,28.56,3.55,3.55,9.15,,6.33,197.0,,110.0,20.0,246.3,,193.6,70.2,,40.9,77.0,16.5,3.32,1.89,
2011-03-23 13:45:00+00:00,0,8.225,6.1,28.15,6.13,6.13,8.77,,,257.5,258.0,110.0,20.0,,,,,,,,,3.42,,
2011-03-23 14:00:00+00:00,0,8.0,6.32,27.5,6.35,6.35,8.55,,,258.8,259.4,110.0,20.0,,,,,,,,,3.44,,
2011-03-23 14:15:00+00:00,70,8.325,,27.19,4.3,4.3,8.88,,6.25,251.0,,110.0,20.0,251.6,,194.2,76.4,,43.8,83.4,16.5,3.27,1.85,
