Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hF2,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-09-01 04:15:00+00:00,70,4.55,,16.76,3.0,,3.0,5.15,0.05,3.65,,217.5,,,110.0,20.0,216.5,,179.6,49.8,,27.6,55.2,3.2,3.68,1.84,
2011-09-01 04:30:00+00:00,70,4.9,,17.47,3.05,,3.05,5.45,,3.83,,216.0,,,110.0,20.0,223.3,,177.9,61.5,,34.3,67.0,4.5,3.56,1.94,
2011-09-01 04:45:00+00:00,70,5.1,,16.92,3.15,,3.15,5.7,0.05,4.0,,217.5,,,110.0,20.0,244.0,,178.2,91.4,,50.2,93.0,7.0,3.32,2.34,
2011-09-01 05:00:00+00:00,70,5.3,,18.06,3.4,,3.4,5.9,0.05,4.18,,230.0,,,110.0,20.0,233.2,,176.5,75.7,,42.8,82.6,6.5,3.41,1.99,
2011-09-01 05:15:00+00:00,70,5.5,,18.7,3.4,,3.4,6.05,,4.34,,230.0,,,110.0,20.0,232.0,,175.2,74.6,,42.6,83.3,7.0,3.4,1.91,
2011-09-01 05:30:00+00:00,70,5.45,,18.79,3.65,,3.65,6.05,0.05,4.5,,241.0,,,110.0,20.0,226.2,,171.1,69.0,,40.4,84.7,6.6,3.45,1.61,
2011-09-01 05:45:00+00:00,70,5.4,,18.88,3.6,,3.6,5.95,,4.64,,232.5,,,110.0,20.0,220.1,,164.9,69.8,,40.8,81.9,6.5,3.49,1.8,
2011-09-01 06:00:00+00:00,50,6.05,,18.52,2.5,2.7,4.8,6.65,0.05,4.77,2.5,317.5,,97.0,110.0,20.0,255.8,,178.9,93.6,,53.5,114.3,10.6,3.06,1.47,
2011-09-01 06:15:00+00:00,70,6.55,,22.25,2.55,2.75,4.4,7.1,,4.89,2.55,286.0,,100.0,110.0,20.0,236.9,,182.6,62.5,,38.5,96.0,9.3,3.4,1.05,
2011-09-01 06:30:00+00:00,100,6.675,4.42,21.99,3.45,,3.45,7.3,0.1,5.01,,230.0,282.5,,110.0,20.0,248.3,189.0,195.7,60.3,43.7,41.2,77.7,10.1,3.31,1.73,0.5
2011-09-01 06:45:00+00:00,70,6.9,,22.78,4.3,,4.3,7.6,0.15,5.12,,266.0,,,110.0,20.0,243.8,,183.9,74.8,,45.0,85.8,11.7,3.3,1.75,
2011-09-01 07:00:00+00:00,70,7.2,,22.87,3.0,3.5,4.45,7.75,,5.22,3.0,272.5,,107.0,110.0,20.0,258.2,,188.8,89.4,,52.7,95.4,14.8,3.18,1.99,
2011-09-01 07:15:00+00:00,70,7.3,,22.74,5.6,,5.6,7.9,0.05,5.33,,292.5,,,110.0,20.0,254.5,,176.9,99.5,,56.1,110.7,16.0,3.12,1.76,
2011-09-01 07:30:00+00:00,70,7.762,4.37,23.9,3.15,3.7,4.4,8.35,0.05,5.44,3.15,257.5,266.3,103.0,110.0,20.0,276.9,172.9,214.9,83.0,1.4,52.4,108.0,17.2,3.08,1.48,0.54
2011-09-01 07:45:00+00:00,100,8.175,4.72,25.36,3.75,,3.75,8.8,0.1,5.55,,208.5,298.5,,110.0,20.0,274.7,186.2,213.2,80.5,78.6,51.4,95.7,18.7,3.11,1.81,1.0
2011-09-01 08:00:00+00:00,0,8.65,4.75,27.27,4.15,,4.15,9.2,,,,218.5,291.0,,110.0,20.0,,,,,,,,,3.15,,
2011-09-01 08:15:00+00:00,0,9.05,4.7,29.18,4.2,,4.2,9.65,0.05,,,200.0,280.0,,110.0,20.0,,,,,,,,,3.22,,
2011-09-01 08:30:00+00:00,70,9.15,,30.23,6.0,,6.0,9.75,0.05,5.87,,265.0,,,110.0,20.0,241.2,,180.8,76.9,,43.5,91.2,19.8,3.3,1.48,
2011-09-01 08:45:00+00:00,50,8.65,,29.13,3.2,4.4,4.4,9.35,0.15,5.96,3.2,253.5,,100.0,110.0,20.0,245.2,,195.1,65.9,,40.3,71.9,16.6,3.37,1.99,
2011-09-01 09:00:00+00:00,50,8.8,,27.95,3.45,4.75,5.4,9.35,,6.03,3.45,272.5,,99.0,110.0,20.0,258.1,,187.5,92.9,,53.5,97.5,22.2,3.18,2.0,
2011-09-01 09:15:00+00:00,50,9.05,,31.29,3.4,5.6,5.35,9.6,,6.1,3.4,281.0,,97.0,110.0,20.0,239.1,,192.8,53.9,,33.7,83.3,15.7,3.46,1.0,
2011-09-01 09:30:00+00:00,50,8.75,,28.17,3.3,6.2,6.1,9.4,0.1,6.14,3.3,262.5,,98.0,110.0,20.0,248.5,,176.3,95.0,,53.5,102.0,21.8,3.22,1.91,
2011-09-01 09:45:00+00:00,50,8.7,,27.49,3.2,4.5,5.9,9.25,,6.17,3.2,275.0,,97.0,110.0,20.0,254.5,,181.9,93.2,,53.1,101.0,21.6,3.16,1.79,
2011-09-01 10:00:00+00:00,70,8.625,5.22,28.3,3.4,4.15,5.25,9.2,0.05,6.17,3.4,280.0,280.0,96.0,110.0,20.0,249.8,167.7,194.3,67.8,2.2,45.1,92.1,18.3,3.29,1.5,0.5
2011-09-01 10:15:00+00:00,70,8.3,,28.46,5.9,,5.9,8.9,0.05,6.16,,270.0,,,110.0,20.0,225.9,,168.9,68.3,,40.0,92.8,15.1,3.43,1.23,
2011-09-01 10:30:00+00:00,50,7.95,,27.12,6.3,,6.3,8.55,0.05,6.14,,258.5,,,110.0,20.0,221.0,,159.1,78.3,,44.1,93.2,14.9,3.41,1.59,
2011-09-01 10:45:00+00:00,50,7.75,,25.09,3.4,4.8,6.0,8.35,0.05,6.11,3.4,277.5,,96.0,110.0,20.0,237.3,,165.5,89.9,,51.1,103.6,16.4,3.24,1.65,
2011-09-01 11:00:00+00:00,50,7.5,,24.61,3.25,5.2,5.9,8.05,,6.07,3.25,285.0,,96.0,110.0,20.0,233.8,,162.8,88.7,,50.7,101.2,15.2,3.28,1.71,
2011-09-01 11:15:00+00:00,70,7.275,6.37,23.59,6.4,,6.4,7.8,,6.03,,300.0,304.8,,110.0,20.0,229.1,191.8,159.2,67.3,0.2,50.3,97.4,14.1,3.25,1.72,0.5
2011-09-01 11:30:00+00:00,70,6.9,,24.34,5.2,,5.2,7.45,,6.0,,289.5,,,110.0,20.0,215.9,,159.0,57.5,,36.7,98.1,9.7,3.53,1.0,
2011-09-01 11:45:00+00:00,70,7.05,,23.45,5.4,,5.4,7.6,,5.97,,287.0,,,110.0,20.0,226.7,,161.2,73.9,,44.1,107.0,11.9,3.33,1.17,
2011-09-01 12:00:00+00:00,70,6.8,,21.4,5.95,,5.95,7.35,,5.95,,322.5,,,110.0,20.0,240.1,,160.1,100.2,,56.9,115.6,14.0,3.15,1.71,
2011-09-01 12:15:00+00:00,70,6.9,,22.32,5.4,,5.4,7.45,,5.94,,293.5,,,110.0,20.0,234.4,,162.2,85.5,,49.9,106.5,12.8,3.23,1.46,
2011-09-01 12:30:00+00:00,100,6.75,,20.74,4.05,,4.05,7.3,,5.95,,239.5,,,110.0,20.0,268.5,,175.5,122.8,,70.4,131.8,16.9,3.07,2.12,
2011-09-01 12:45:00+00:00,70,7.3,,19.94,5.55,,5.55,7.85,,5.96,,327.0,,,110.0,20.0,318.9,,194.4,164.6,,91.8,179.9,25.6,2.73,1.93,
2011-09-01 13:00:00+00:00,70,6.4,,20.28,5.5,,5.5,6.95,,5.99,,327.5,,,110.0,20.0,234.8,,160.8,85.3,,49.9,115.6,11.1,3.17,1.3,
2011-09-01 13:15:00+00:00,70,6.65,,22.27,5.2,,5.2,7.25,0.05,6.03,,293.5,,,110.0,20.0,226.4,,162.2,72.5,,43.0,107.9,10.4,3.35,1.13,
2011-09-01 13:30:00+00:00,70,6.35,,21.62,4.75,,4.75,6.9,,6.07,,294.5,,,110.0,20.0,225.5,,164.8,64.1,,40.2,106.8,9.0,3.4,1.0,
2011-09-01 13:45:00+00:00,70,6.4,,21.17,5.1,,5.1,7.05,0.1,6.12,,286.0,,,110.0,20.0,228.2,,161.7,80.0,,46.1,102.1,10.2,3.31,1.43,
2011-09-01 14:00:00+00:00,0,6.1,4.25,20.5,4.05,,4.05,6.7,0.05,,,232.5,278.5,,110.0,20.0,,,,,,,,,3.36,,
2011-09-01 14:15:00+00:00,70,6.475,4.92,18.8,4.95,,4.95,7.0,,6.21,,307.5,307.5,,110.0,20.0,285.9,197.1,183.7,127.3,39.6,75.9,146.0,16.6,2.91,2.04,0.5
2011-09-01 14:30:00+00:00,70,6.15,,19.69,4.3,,4.3,6.7,,6.24,,283.5,,,110.0,20.0,248.1,,178.1,85.2,,50.5,98.5,10.4,3.2,1.69,
2011-09-01 14:45:00+00:00,70,6.25,,19.95,4.05,,4.05,6.8,,6.26,,272.0,,,110.0,20.0,250.1,,184.2,81.7,,48.5,94.1,10.4,3.19,1.71,
2011-09-01 15:00:00+00:00,70,6.0,,19.43,4.55,,4.55,6.55,,6.27,,282.5,,,110.0,20.0,241.6,,174.8,83.1,,47.7,99.2,9.3,3.24,1.59,
2011-09-01 15:15:00+00:00,70,6.3,,19.94,4.15,,4.15,6.95,0.1,6.26,,285.0,,,110.0,20.0,258.3,,192.2,83.5,,48.6,95.3,10.6,3.17,1.69,
2011-09-01 15:30:00+00:00,50,6.6,,21.35,3.1,3.8,4.45,7.25,0.1,6.24,3.1,272.5,,122.0,110.0,20.0,252.9,,191.1,80.8,,45.8,91.4,10.9,3.23,1.72,
2011-09-01 15:45:00+00:00,50,6.6,,21.8,2.9,3.4,3.7,7.2,0.05,6.19,2.9,261.0,,122.0,110.0,20.0,253.0,,201.1,69.0,,39.9,80.1,9.6,3.3,1.68,
2011-09-01 16:00:00+00:00,70,6.4,,22.36,3.4,,3.4,7.0,0.05,6.12,,252.5,,,110.0,20.0,238.3,,199.2,51.5,,30.3,69.1,7.0,3.49,1.22,
2011-09-01 16:15:00+00:00,50,6.55,,21.0,2.7,2.95,3.1,7.2,0.1,6.04,2.7,240.0,,117.0,110.0,20.0,266.2,,204.9,86.1,,47.7,84.3,10.9,3.21,2.51,
2011-09-01 16:30:00+00:00,70,6.65,,21.16,3.15,,3.15,7.2,,5.94,,245.0,,,110.0,20.0,270.9,,214.6,78.9,,43.3,81.7,10.3,3.18,2.07,
2011-09-01 16:45:00+00:00,50,6.7,,21.91,1.7,2.8,3.5,7.25,,5.82,1.7,256.0,,110.0,110.0,20.0,267.5,,220.8,65.5,,35.3,72.3,8.6,3.27,1.68,
2011-09-01 17:00:00+00:00,50,7.45,,23.79,3.55,,3.55,8.1,0.1,5.68,,256.0,,,110.0,20.0,281.5,,233.7,68.3,,36.4,69.4,10.7,3.19,2.05,
2011-09-01 17:15:00+00:00,50,7.65,,24.65,2.8,3.85,3.9,8.2,,5.54,2.8,247.5,,106.0,110.0,20.0,282.0,,236.9,64.2,,34.3,60.1,10.4,3.22,2.8,
2011-09-01 17:30:00+00:00,100,7.8,,24.45,1.7,1.95,6.4,8.35,,5.39,1.7,295.0,,95.0,110.0,20.0,304.9,,262.3,61.4,,32.3,60.4,10.3,3.13,2.18,
2011-09-01 17:45:00+00:00,100,6.05,,14.28,3.3,7.15,3.3,6.6,,5.23,3.45,359.5,,101.0,110.0,20.0,448.3,,340.9,153.6,,81.4,157.8,15.4,2.36,2.19,
2011-09-01 18:00:00+00:00,100,6.9,,24.21,2.05,5.15,4.4,7.45,,5.06,2.05,255.0,,99.0,110.0,20.0,264.9,,241.0,34.5,,18.1,33.7,4.5,3.51,2.22,
2011-09-01 18:15:00+00:00,100,7.2,,23.39,2.9,,2.9,7.75,,4.9,,229.5,,,110.0,20.0,280.5,,239.0,58.9,,31.3,52.9,8.3,3.25,3.36,
2011-09-01 18:30:00+00:00,100,7.4,,24.69,2.6,,2.6,7.95,,4.74,,223.5,,,110.0,20.0,271.1,,232.0,55.5,,29.5,50.2,8.2,3.34,3.25,
2011-09-01 18:45:00+00:00,100,6.8,,23.94,2.55,,2.55,7.35,,4.58,,221.0,,,110.0,20.0,255.5,,224.7,43.8,,23.3,39.7,5.5,3.52,3.23,
2011-09-01 19:00:00+00:00,100,6.75,,23.02,2.6,,2.6,7.3,,4.43,,223.5,,,110.0,20.0,265.4,,229.4,51.0,,27.2,45.8,6.3,3.41,3.42,
2011-09-01 19:15:00+00:00,100,6.55,,22.62,2.45,,2.45,7.1,,4.28,,221.0,,,110.0,20.0,263.2,,227.1,51.2,,27.3,46.0,6.0,3.45,3.36,
2011-09-01 19:30:00+00:00,100,6.35,,21.76,2.55,,2.55,6.9,,4.14,,218.5,,,110.0,20.0,260.6,,223.2,53.0,,28.3,47.2,5.8,3.43,3.54,
2011-09-01 19:45:00+00:00,100,6.0,,21.38,2.45,,2.45,6.55,,4.01,,219.5,,,110.0,20.0,251.6,,221.9,42.3,,22.4,39.0,4.1,3.56,2.92,
2011-09-01 20:00:00+00:00,100,5.7,,19.99,3.0,,3.0,6.25,,3.89,,228.5,,,110.0,20.0,258.3,,228.2,42.6,,22.9,38.0,3.8,3.51,3.57,
2011-09-01 20:15:00+00:00,100,5.3,,18.07,2.1,,2.1,5.85,,3.78,,213.5,,,110.0,20.0,258.7,,218.2,57.1,,30.6,50.3,4.4,3.41,3.81,
2011-09-01 20:30:00+00:00,100,4.75,,16.42,3.0,,3.0,5.35,0.05,3.68,,232.5,,,110.0,20.0,262.0,,230.5,44.5,,24.5,38.0,2.8,3.46,4.78,
2011-09-01 20:45:00+00:00,100,4.55,,15.15,3.1,,3.1,5.2,0.1,3.59,,247.5,,,110.0,20.0,278.1,,244.8,47.2,,25.9,40.5,2.7,3.33,4.61,
2011-09-01 21:00:00+00:00,100,4.4,,13.75,3.05,,3.05,5.0,0.05,3.52,,255.0,,,110.0,20.0,310.6,,256.1,76.5,,42.0,63.6,4.1,3.13,5.76,
2011-09-01 21:15:00+00:00,100,4.05,,12.84,2.65,,2.65,4.6,,3.46,,251.0,,,110.0,20.0,301.5,,251.5,70.4,,38.5,59.3,3.2,3.17,5.15,
2011-09-01 21:30:00+00:00,100,4.0,,11.97,1.8,,1.8,4.6,0.05,3.41,,236.0,,,110.0,20.0,312.7,,246.3,93.6,,50.4,80.7,4.1,2.99,4.33,
2011-09-01 21:45:00+00:00,100,3.9,,11.68,2.15,,2.15,4.5,0.05,3.38,,265.5,,,110.0,20.0,320.7,,265.5,77.9,,42.2,66.7,3.3,2.99,4.54,
2011-09-01 22:15:00+00:00,100,3.75,,11.26,2.95,,2.95,4.4,0.1,3.37,,323.5,,,110.0,20.0,323.1,,280.5,61.1,,32.4,59.4,2.4,3.0,2.33,
2011-09-01 22:30:00+00:00,100,3.8,,11.15,2.0,,2.0,4.35,,3.38,,277.5,,,110.0,20.0,328.3,,272.3,79.2,,42.7,69.9,3.2,2.93,3.81,
2011-09-01 22:45:00+00:00,100,3.45,,11.12,3.05,,3.05,4.0,,3.39,,340.5,,,110.0,20.0,300.4,,270.1,43.6,,22.3,46.3,1.4,3.22,1.68,
2011-09-01 23:30:00+00:00,100,3.7,,10.64,2.2,,2.2,4.3,0.05,3.45,,315.0,,,110.0,20.0,344.2,,290.4,77.0,,41.0,73.1,2.9,2.88,2.59,
2011-09-01 23:45:00+00:00,100,3.65,,10.64,3.1,,3.1,4.2,,3.45,,366.0,,,110.0,20.0,340.1,,292.6,68.2,,35.7,68.6,2.5,2.91,2.03,
2011-09-02 00:00:00+00:00,100,3.85,,10.52,3.5,,3.5,4.4,,3.45,,420.0,,,110.0,20.0,367.5,,310.1,82.6,,43.1,83.2,3.4,2.73,2.01,
2011-09-02 00:15:00+00:00,100,3.7,,10.56,2.6,,2.6,4.3,0.05,3.42,,332.5,,,110.0,20.0,343.1,,292.5,72.5,,38.2,71.6,2.7,2.86,2.18,
2011-09-02 00:30:00+00:00,100,3.6,,10.53,3.05,,3.05,4.2,0.05,3.38,,358.5,,,110.0,20.0,334.6,,288.6,66.1,,34.6,66.6,2.4,2.92,2.02,
2011-09-02 00:45:00+00:00,100,3.85,,10.38,2.7,,2.7,4.4,,3.33,,339.5,,,110.0,20.0,367.0,,303.7,90.5,,48.2,85.9,3.7,2.7,2.58,
2011-09-02 01:15:00+00:00,100,3.5,,10.41,3.15,,3.15,4.15,0.1,3.19,,367.5,,,110.0,20.0,328.5,,283.1,65.1,,34.2,65.3,2.2,2.97,2.07,
2011-09-02 01:30:00+00:00,100,3.65,,10.85,2.8,,2.8,4.25,0.05,3.12,,325.0,,,110.0,20.0,325.7,,280.6,64.7,,34.2,63.6,2.4,2.97,2.23,
2011-09-02 01:45:00+00:00,100,3.95,,10.82,3.2,,3.2,4.5,,3.05,,342.0,,,110.0,20.0,394.1,,315.4,112.4,,60.6,103.1,4.9,2.74,3.1,
2011-09-02 02:00:00+00:00,100,4.45,,11.85,3.4,,3.4,5.0,,2.99,,367.0,,,110.0,20.0,378.3,,313.8,92.9,,48.6,91.9,5.0,2.66,2.13,
2011-09-02 02:15:00+00:00,100,3.55,,11.21,2.8,,2.8,4.1,,2.95,,310.0,,,110.0,20.0,302.3,,264.7,54.0,,28.4,53.8,1.9,3.16,2.12,
2011-09-02 02:30:00+00:00,100,3.65,,11.19,2.2,,2.2,4.3,0.1,2.94,,278.5,,,110.0,20.0,310.3,,262.3,68.4,,36.8,62.4,2.5,3.07,3.17,
2011-09-02 03:00:00+00:00,100,4.45,,13.83,3.25,,3.25,5.0,,3.0,,347.0,,,110.0,20.0,314.9,,277.7,53.9,,26.6,63.8,2.9,3.11,1.17,
2011-09-02 03:15:00+00:00,100,3.75,,11.63,3.0,,3.0,4.35,0.05,3.08,,305.0,,,110.0,20.0,296.7,,250.7,65.4,,35.0,64.6,2.6,3.1,2.27,
2011-09-02 03:30:00+00:00,50,3.85,,12.17,2.9,,2.9,4.5,0.1,3.19,,283.5,,,110.0,20.0,289.6,,240.3,70.0,,38.0,67.6,3.0,3.16,2.56,
2011-09-02 03:45:00+00:00,70,4.1,,13.42,2.7,,2.7,4.7,0.05,3.33,,262.5,,,110.0,20.0,268.4,,222.0,65.0,,35.3,66.3,3.2,3.27,2.14,
2011-09-02 04:00:00+00:00,70,4.8,,15.83,2.6,,2.6,5.35,,3.48,,240.0,,,110.0,20.0,259.3,,207.1,73.5,,40.3,74.2,5.0,3.3,2.25,
2011-09-02 04:15:00+00:00,70,5.35,,19.44,2.55,,2.55,5.9,,3.65,,235.0,,,110.0,20.0,232.4,,202.4,40.6,,23.3,52.1,3.8,3.63,1.28,
2011-09-02 04:30:00+00:00,70,6.0,,22.46,3.2,,3.2,6.55,,3.83,,232.5,,,110.0,20.0,221.0,,191.8,38.8,,22.4,51.9,4.6,3.74,1.18,
2011-09-02 04:45:00+00:00,50,6.15,,24.61,2.4,2.95,3.15,6.8,0.1,4.0,2.4,222.5,,105.0,110.0,20.0,206.4,,183.7,30.5,,18.8,44.0,4.2,4.0,1.08,
2011-09-02 05:00:00+00:00,70,5.5,,21.88,2.5,2.7,3.4,6.05,,4.18,2.5,220.0,,110.0,110.0,20.0,197.5,,170.1,32.7,,20.1,51.8,3.6,3.98,1.0,
2011-09-02 05:15:00+00:00,50,6.35,,22.35,3.05,3.9,3.2,6.9,,4.34,3.05,213.5,,104.0,110.0,20.0,228.6,,182.1,62.8,,36.0,70.9,8.0,3.52,1.82,
2011-09-02 05:30:00+00:00,50,6.55,,23.13,3.0,4.15,4.0,7.2,0.1,4.5,3.0,235.0,,102.0,110.0,20.0,225.2,,178.9,60.4,,35.0,74.4,8.3,3.53,1.52,
2011-09-02 05:45:00+00:00,50,6.65,,24.4,2.85,4.4,4.05,7.2,,4.64,2.85,241.0,,103.0,110.0,20.0,216.7,,178.3,47.3,,28.7,70.3,7.2,3.67,1.08,
2011-09-02 06:00:00+00:00,70,6.8,,26.19,4.05,,4.05,7.4,0.05,4.77,,241.0,,,110.0,20.0,210.5,,178.0,39.2,,25.1,63.9,6.7,3.85,1.0,
2011-09-02 06:15:00+00:00,70,7.2,,25.05,4.4,,4.4,7.75,,4.89,,243.5,,,110.0,20.0,229.4,,178.8,65.9,,38.4,77.0,10.9,3.48,1.71,
2011-09-02 06:30:00+00:00,70,7.25,,24.51,4.35,,4.35,7.9,0.1,5.01,,243.5,,,110.0,20.0,237.2,,180.5,74.2,,43.0,82.1,12.3,3.38,1.89,
2011-09-02 06:45:00+00:00,0,7.45,4.4,25.3,3.7,,3.7,8.05,0.05,,,190.0,263.5,,110.0,20.0,,,,,,,,,3.39,,
2011-09-02 07:00:00+00:00,0,7.75,4.55,25.96,3.5,,3.5,8.35,0.05,,,194.5,267.5,,110.0,20.0,,,,,,,,,3.35,,
2011-09-02 07:15:00+00:00,70,8.025,5.52,27.98,5.55,,5.55,8.6,0.05,5.33,,255.0,255.0,,110.0,20.0,226.1,169.8,174.0,59.4,18.1,39.3,74.1,13.6,3.5,1.84,0.5
2011-09-02 07:30:00+00:00,50,7.45,,26.08,3.2,4.15,4.95,8.05,0.05,5.44,3.2,256.0,,104.0,110.0,20.0,223.8,,172.1,62.6,,37.6,85.3,11.5,3.5,1.27,
2011-09-02 07:45:00+00:00,70,7.775,4.87,26.14,3.1,3.9,4.9,8.4,0.1,5.55,3.1,262.5,262.5,103.0,110.0,20.0,238.3,166.0,183.6,66.6,3.1,43.2,84.6,14.1,3.37,1.72,0.5
2011-09-02 08:00:00+00:00,70,7.45,,25.42,5.1,,5.1,8.0,,5.66,,266.0,,,110.0,20.0,229.4,,171.9,68.7,,41.2,90.0,12.5,3.41,1.35,
2011-09-02 08:15:00+00:00,70,7.9,,25.67,5.3,,5.3,8.5,0.05,5.77,,278.5,,,110.0,20.0,251.9,,180.8,91.6,,53.2,97.1,17.8,3.25,1.98,
2011-09-02 08:30:00+00:00,50,7.8,,26.2,3.3,4.3,5.55,8.5,0.15,5.87,3.3,262.5,,101.0,110.0,20.0,230.4,,169.6,74.5,,43.4,91.8,14.3,3.36,1.47,
2011-09-02 08:45:00+00:00,70,7.95,,25.5,5.6,,5.6,8.55,0.05,5.96,,262.5,,,110.0,20.0,249.6,,173.5,100.0,,56.7,106.8,19.0,3.21,2.0,
2011-09-02 09:00:00+00:00,100,7.45,,25.36,4.15,,4.15,8.05,0.05,6.03,,200.0,,,110.0,20.0,234.8,,180.6,61.9,,39.7,88.9,12.3,3.4,1.19,
2011-09-02 09:15:00+00:00,70,7.9,,25.04,6.05,,6.05,8.45,,6.1,,277.5,,,110.0,20.0,247.9,,170.4,100.5,,56.5,111.0,18.7,3.17,1.82,
2011-09-02 09:30:00+00:00,70,7.8,,25.66,5.5,,5.5,8.4,0.05,6.14,,268.5,,,110.0,20.0,238.7,,170.3,85.4,,49.7,95.5,16.2,3.29,1.76,
2011-09-02 09:45:00+00:00,70,7.45,,24.77,5.35,,5.35,8.0,,6.17,,268.5,,,110.0,20.0,231.3,,165.4,79.5,,46.7,95.3,14.0,3.33,1.56,
2011-09-02 10:00:00+00:00,70,7.2,,23.73,5.1,,5.1,7.75,,6.17,,287.0,,,110.0,20.0,235.3,,168.5,75.8,,46.6,97.3,13.2,3.3,1.39,
2011-09-02 10:15:00+00:00,70,7.05,,22.33,5.25,,5.25,7.65,0.05,6.16,,301.0,,,110.0,20.0,245.5,,167.8,91.8,,54.7,105.5,14.6,3.17,1.66,
2011-09-02 10:30:00+00:00,70,6.925,4.77,22.36,3.2,4.0,4.8,7.5,0.05,6.14,3.2,316.0,316.0,99.0,110.0,20.0,245.5,172.4,179.1,56.7,4.0,46.9,114.0,12.4,3.24,1.04,0.5
2011-09-02 10:45:00+00:00,0,7.45,4.95,26.01,4.1,,4.1,8.0,,,,185.0,312.0,,110.0,20.0,,,,,,,,,3.49,,
2011-09-02 11:00:00+00:00,0,7.1,4.6,21.51,4.1,,4.1,7.65,,,,181.0,334.5,,110.0,20.0,,,,,,,,,3.03,,
2011-09-02 11:15:00+00:00,100,7.25,,21.4,4.6,,4.6,7.8,,6.03,,302.0,,,110.0,20.0,279.3,,190.7,109.7,,65.9,116.4,18.6,2.95,1.96,
2011-09-02 11:30:00+00:00,100,7.45,,22.51,4.55,,4.55,8.0,,6.0,,279.5,,,110.0,20.0,270.9,,189.3,102.2,,61.0,109.4,18.2,3.02,1.93,
2011-09-02 11:45:00+00:00,70,7.45,,22.72,5.9,,5.9,8.0,,5.97,,310.0,,,110.0,20.0,257.0,,172.0,107.4,,60.9,120.1,17.9,3.05,1.74,
2011-09-02 12:00:00+00:00,70,7.2,,22.87,5.9,,5.9,7.8,0.05,5.95,,300.0,,,110.0,20.0,241.5,,164.1,97.7,,55.3,111.7,15.2,3.18,1.71,
