Time,CS,foF2,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hF2,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2023-01-01 01:00:00+00:00,100,3.185,9.86,2.0,,2.0,3.8,0.14,3.17,,257.5,257.5,,110.0,20.0,297.5,258.0,56.0,29.6,49.2,1.6,3.1,3.08
2023-01-01 01:05:00+00:00,95,3.175,9.89,1.83,,1.83,3.8,0.17,3.16,,255.0,255.0,,110.0,20.0,294.5,257.8,52.2,27.3,49.2,1.4,3.12,2.45
2023-01-01 01:10:00+00:00,95,3.22,10.05,1.82,,1.82,3.87,0.21,3.14,,262.5,262.5,,110.0,20.0,298.1,260.1,53.9,28.5,48.4,1.5,3.12,2.92
2023-01-01 01:15:00+00:00,100,3.08,10.05,1.78,,1.78,3.66,0.17,3.12,,262.5,262.5,,110.0,20.0,284.8,256.0,41.0,21.3,40.2,1.1,3.26,2.18
2023-01-01 01:20:00+00:00,100,3.1,10.06,1.77,,1.77,3.67,0.08,3.1,,260.0,260.0,,110.0,20.0,283.8,255.0,41.0,21.3,40.5,1.1,3.24,2.13
2023-01-01 01:25:00+00:00,100,3.115,10.02,1.82,,1.82,3.87,0.17,3.07,,262.5,262.5,,110.0,20.0,288.2,256.6,44.9,23.6,42.2,1.2,3.22,2.5
2023-01-01 01:30:00+00:00,100,3.22,9.97,1.75,,1.75,3.87,0.14,3.05,,260.0,260.0,,110.0,20.0,300.4,258.8,58.9,31.3,50.8,1.7,3.1,3.3
2023-01-01 01:35:00+00:00,70,2.875,9.89,1.77,,1.77,3.42,0.05,3.02,,260.0,260.0,,110.0,20.0,272.6,250.2,31.9,16.3,33.5,0.7,3.44,1.73
2023-01-01 01:40:00+00:00,65,3.01,9.91,1.86,,1.86,3.77,0.25,2.99,,262.5,262.5,,110.0,20.0,281.8,253.9,39.6,20.8,38.5,1.0,3.29,2.26
2023-01-01 01:45:00+00:00,100,3.22,10.06,1.75,,1.75,3.87,0.14,2.96,,255.0,255.0,,110.0,20.0,294.6,254.5,56.7,30.1,49.2,1.6,3.13,3.23
2023-01-01 01:50:00+00:00,95,3.2,10.01,1.73,,1.73,3.83,0.1,2.92,,252.5,252.5,,110.0,20.0,291.5,254.9,52.1,27.3,48.0,1.5,3.13,2.65
2023-01-01 01:55:00+00:00,70,3.115,10.13,1.78,,1.78,3.97,0.31,2.89,,257.5,257.5,,110.0,20.0,283.4,253.0,43.3,22.5,41.9,1.2,3.25,2.25
2023-01-01 02:00:00+00:00,100,3.15,10.05,1.89,,1.89,3.94,0.21,2.86,,257.5,257.5,,110.0,20.0,288.8,255.4,47.4,24.7,45.1,1.3,3.19,2.38
2023-01-01 02:05:00+00:00,100,3.175,10.05,1.73,,1.73,3.92,0.17,2.82,,257.5,257.5,,110.0,20.0,291.7,258.1,47.8,24.8,46.5,1.3,3.17,2.2
2023-01-01 02:10:00+00:00,100,3.395,10.54,1.72,,1.72,4.05,0.1,2.79,,260.0,260.0,,110.0,20.0,302.6,262.0,57.7,30.4,52.1,1.8,3.11,2.86
2023-01-01 02:15:00+00:00,100,3.465,11.0,1.78,,1.78,4.11,0.07,2.75,,260.0,260.0,,110.0,20.0,294.7,257.5,52.8,28.1,46.7,1.7,3.17,3.13
2023-01-01 02:20:00+00:00,95,3.5,11.59,1.67,,1.67,4.32,0.2,2.72,,252.5,252.5,,110.0,20.0,278.1,250.1,40.0,20.8,39.2,1.4,3.31,2.18
2023-01-01 02:25:00+00:00,100,3.64,12.06,1.78,,1.78,4.29,0.07,2.69,,247.5,247.5,,110.0,20.0,278.1,242.8,50.0,26.9,42.1,1.8,3.31,3.74
2023-01-01 02:30:00+00:00,100,3.5,12.22,1.75,,1.75,4.22,0.14,2.65,,237.5,237.5,,110.0,20.0,257.5,233.9,33.7,17.4,33.3,1.1,3.49,2.09
2023-01-01 02:35:00+00:00,100,3.425,12.31,1.8,,1.8,4.07,0.03,2.62,,235.0,235.0,,110.0,20.0,250.6,229.7,30.0,15.6,30.1,1.0,3.59,2.01
2023-01-01 02:40:00+00:00,95,3.675,12.76,1.72,,1.72,4.22,0.07,2.6,,227.5,227.5,,110.0,20.0,259.7,227.4,45.8,24.6,38.8,1.7,3.47,3.78
2023-01-01 02:45:00+00:00,95,3.64,13.02,1.89,,1.89,4.26,0.07,2.57,,227.5,227.5,,110.0,20.0,247.1,223.7,33.3,17.5,30.9,1.2,3.58,2.61
2023-01-01 02:50:00+00:00,100,3.375,12.85,1.8,,1.8,3.85,0.03,2.54,,220.0,220.0,,110.0,20.0,230.5,214.1,23.6,12.2,24.4,0.7,3.81,1.83
2023-01-01 02:55:00+00:00,100,3.535,12.88,1.89,,1.89,4.11,0.07,2.52,,217.5,217.5,,110.0,20.0,238.1,214.0,34.2,18.2,30.2,1.2,3.64,3.12
2023-01-01 03:00:00+00:00,95,3.36,12.4,1.82,,1.82,3.97,0.1,2.5,,212.5,212.5,,110.0,20.0,232.8,208.5,34.5,18.6,29.5,1.1,3.69,3.52
2023-01-01 03:05:00+00:00,95,2.95,11.55,1.75,,1.75,3.53,0.03,2.48,,207.5,207.5,,110.0,20.0,217.8,201.8,22.8,11.8,23.2,0.6,3.91,1.93
2023-01-01 03:10:00+00:00,0,3.185,10.85,1.82,,1.82,3.9,0.21,2.47,,210.0,210.0,,110.0,20.0,,,,,,,3.41,
2023-01-01 03:15:00+00:00,95,2.975,11.07,1.92,,1.92,3.63,0.04,2.46,,232.5,232.5,,110.0,20.0,238.8,221.1,25.4,13.7,23.9,0.6,3.72,2.85
2023-01-01 03:20:00+00:00,90,2.9,10.31,2.42,,2.42,3.5,0.2,2.45,,247.5,247.5,,110.0,20.0,255.2,235.3,28.5,15.2,28.1,0.7,3.55,2.27
2023-01-01 03:25:00+00:00,95,2.94,10.09,1.72,,1.72,3.45,0.28,2.44,,215.0,215.0,,110.0,20.0,254.2,214.1,56.6,30.8,45.9,1.4,3.43,4.44
2023-01-01 03:30:00+00:00,100,2.73,9.62,1.64,,1.64,3.48,0.1,2.44,,212.5,212.5,,110.0,20.0,248.0,209.3,54.8,30.3,42.9,1.1,3.53,5.49
2023-01-01 03:35:00+00:00,95,2.4,8.95,1.77,,1.77,3.05,0.05,2.45,,217.5,217.5,,110.0,20.0,230.4,209.9,29.1,15.6,28.1,0.5,3.73,2.46
2023-01-01 03:40:00+00:00,70,2.24,8.09,1.82,,1.82,2.79,0.1,2.45,,225.0,225.0,,110.0,20.0,238.4,216.0,31.9,17.3,29.9,0.5,3.61,2.76
2023-01-01 03:45:00+00:00,100,2.415,7.89,1.86,,1.86,3.1,0.1,2.46,,250.0,250.0,,110.0,20.0,281.1,243.2,54.3,30.0,42.7,0.9,3.27,4.9
2023-01-01 03:50:00+00:00,70,2.2,8.02,1.8,,1.8,2.75,0.05,2.48,,247.5,247.5,,110.0,20.0,249.4,230.9,26.0,13.6,26.9,0.4,3.65,1.9
2023-01-01 03:55:00+00:00,70,2.275,7.72,1.89,,1.89,2.82,0.04,2.49,,270.0,270.0,,110.0,20.0,266.5,240.5,36.9,19.5,37.1,0.5,3.39,2.11
2023-01-01 04:00:00+00:00,75,,,,,,,,3.68,,,,,,,,,,,,,,
2023-01-01 04:05:00+00:00,70,2.25,4.31,1.95,,1.95,2.8,0.08,2.54,,732.5,732.5,,110.0,20.0,537.6,407.9,181.1,92.0,205.3,2.5,1.91,1.49
2023-01-01 04:10:00+00:00,70,2.205,7.18,2.03,,2.03,2.75,0.1,2.57,,340.0,340.0,,110.0,20.0,282.9,250.4,45.7,23.7,48.6,0.6,3.26,1.73
2023-01-01 04:15:00+00:00,75,,,,,,,,3.93,,,,,,,,,,,,,,
2023-01-01 04:20:00+00:00,75,,,,,,,,4.03,,,,,,,,,,,,,,
2023-01-01 04:25:00+00:00,100,2.45,7.05,1.68,,1.68,2.96,0.1,2.67,,300.0,300.0,,110.0,20.0,319.6,267.4,73.5,38.6,74.3,1.2,2.88,2.03
2023-01-01 04:30:00+00:00,70,2.38,7.13,1.96,,1.96,2.89,0.28,2.72,,330.0,330.0,,110.0,20.0,306.9,261.8,63.2,33.2,67.5,1.0,2.99,1.76
2023-01-01 04:35:00+00:00,65,2.225,7.39,1.75,,1.75,2.78,0.08,2.76,,305.0,305.0,,110.0,20.0,276.0,243.8,43.8,22.6,50.5,0.6,3.32,1.44
2023-01-01 04:40:00+00:00,100,2.345,7.63,1.72,,1.72,2.86,0.1,2.81,,287.5,287.5,,110.0,20.0,278.8,245.0,46.8,24.7,52.5,0.8,3.25,1.58
2023-01-01 04:45:00+00:00,70,2.52,7.65,1.92,,1.92,3.07,0.1,2.86,,297.5,297.5,,110.0,20.0,298.6,250.6,67.2,35.9,68.1,1.2,3.03,2.11
2023-01-01 04:50:00+00:00,70,2.4,7.61,1.92,,1.92,2.95,0.13,2.92,,295.0,295.0,,110.0,20.0,281.1,240.8,55.3,29.4,59.8,0.9,3.17,1.76
2023-01-01 04:55:00+00:00,95,2.94,8.16,1.82,,1.82,3.45,0.07,2.97,,287.5,287.5,,110.0,20.0,336.5,263.5,102.0,54.0,97.8,2.5,2.78,2.41
2023-01-01 05:00:00+00:00,95,2.905,8.78,1.89,,1.89,3.45,0.04,3.03,,290.0,290.0,,110.0,20.0,298.0,251.3,63.8,33.7,72.0,1.6,3.02,1.56
2023-01-01 05:05:00+00:00,100,3.0,9.45,1.83,,1.83,3.72,0.15,3.1,,277.5,277.5,,110.0,20.0,283.9,243.0,55.6,29.6,64.8,1.5,3.15,1.47
2023-01-01 05:10:00+00:00,100,3.36,10.57,1.82,,1.82,4.08,0.14,3.16,,265.0,265.0,,110.0,20.0,283.9,241.5,58.2,31.0,65.2,1.9,3.15,1.61
2023-01-01 05:15:00+00:00,100,3.535,11.66,1.89,,1.89,4.15,0.14,3.22,,257.5,257.5,,110.0,20.0,269.1,234.2,47.3,25.2,56.5,1.8,3.3,1.38
2023-01-01 05:20:00+00:00,95,4.15,12.99,1.9,,1.9,4.8,0.1,3.29,,252.5,252.5,,110.0,20.0,284.1,236.0,66.9,35.7,69.6,3.3,3.13,1.96
2023-01-01 05:25:00+00:00,85,4.41,14.82,2.1,,2.1,5.06,0.28,3.36,,245.0,245.0,,110.0,20.0,259.8,226.2,46.0,24.5,53.8,2.7,3.36,1.44
2023-01-01 05:30:00+00:00,100,4.97,16.44,1.82,,1.82,5.72,0.17,3.43,,240.0,240.0,,110.0,20.0,263.1,224.3,53.9,28.8,57.4,3.9,3.31,1.82
2023-01-01 05:35:00+00:00,95,5.15,18.24,1.9,,1.9,5.93,0.05,3.5,,232.5,232.5,,110.0,20.0,244.0,215.0,40.5,22.1,46.5,3.3,3.54,1.63
2023-01-01 05:40:00+00:00,95,5.67,19.95,2.07,,2.07,6.32,0.1,3.57,,225.0,225.0,,110.0,20.0,242.4,209.2,46.6,25.4,48.9,4.5,3.52,2.0
2023-01-01 05:45:00+00:00,95,6.055,21.4,2.28,,2.28,6.74,0.1,3.64,,220.0,220.0,,110.0,20.0,242.9,204.3,54.9,30.3,51.0,5.9,3.54,2.91
2023-01-01 05:50:00+00:00,80,6.375,22.01,2.38,,2.38,6.97,0.05,3.71,,217.5,217.5,,110.0,20.0,243.2,201.9,58.1,31.5,58.3,6.9,3.45,2.24
2023-01-01 05:55:00+00:00,95,6.58,23.35,2.13,,2.13,7.23,0.07,3.78,,217.5,217.5,,110.0,20.0,237.6,202.5,49.2,26.7,46.8,6.3,3.55,2.35
2023-01-01 06:00:00+00:00,95,6.965,24.98,2.77,,2.77,7.65,0.1,3.86,,220.0,220.0,,110.0,20.0,232.9,199.1,47.6,26.2,50.9,6.9,3.59,2.08
2023-01-01 06:05:00+00:00,0,7.275,26.58,1.9,,1.9,7.97,0.08,3.93,,150.0,150.0,,110.0,20.0,,,,,,,3.65,
2023-01-01 06:10:00+00:00,95,7.665,27.9,3.5,,3.5,8.35,0.07,4.0,,215.0,215.0,,110.0,20.0,227.0,191.8,49.5,27.1,52.1,8.6,3.64,2.14
2023-01-01 06:15:00+00:00,95,7.875,28.8,2.56,,2.56,8.7,0.28,4.07,,210.0,210.0,,110.0,20.0,224.1,193.6,42.5,23.0,42.3,7.8,3.66,2.1
2023-01-01 06:20:00+00:00,60,8.175,29.32,2.47,,2.47,8.73,0.05,4.14,,210.0,210.0,,110.0,20.0,229.5,195.4,46.9,25.0,46.9,9.1,3.59,2.01
2023-01-01 06:25:00+00:00,90,8.05,28.81,2.69,,2.69,8.91,0.14,4.22,,210.0,210.0,,110.0,20.0,226.5,191.9,47.9,25.8,48.5,9.1,3.58,2.02
2023-01-01 06:30:00+00:00,95,8.015,29.51,2.66,,2.66,8.6,0.21,4.29,,210.0,210.0,,110.0,20.0,223.0,191.1,44.4,24.2,42.0,8.5,3.68,2.27
2023-01-01 06:35:00+00:00,85,8.15,29.8,2.67,,2.67,8.98,0.17,4.36,,210.0,210.0,,110.0,20.0,223.2,191.2,43.8,23.8,47.1,8.7,3.66,1.78
2023-01-01 06:40:00+00:00,95,8.365,29.74,2.63,,2.63,8.98,0.31,4.42,,210.0,210.0,,110.0,20.0,234.4,192.3,59.0,31.8,51.9,11.9,3.56,2.46
2023-01-01 06:45:00+00:00,90,8.855,31.9,5.43,,5.43,9.51,0.1,4.49,,220.0,220.0,,110.0,20.0,225.8,185.1,56.1,30.2,62.1,12.8,3.6,1.71
2023-01-01 06:50:00+00:00,90,8.75,33.34,2.83,,2.83,9.4,0.1,4.55,,217.5,217.5,,110.0,20.0,218.5,194.7,32.7,18.2,37.7,8.0,3.81,1.67
2023-01-01 06:55:00+00:00,95,8.435,32.63,4.38,,4.38,9.12,0.07,4.62,,210.0,210.0,,110.0,20.0,207.9,177.6,42.1,23.6,49.0,9.2,3.87,1.64
2023-01-01 07:00:00+00:00,95,8.435,32.45,2.03,,2.9,9.15,0.07,4.68,,202.5,202.5,,110.0,20.0,209.9,183.1,37.4,20.7,36.4,8.2,3.85,2.1
2023-01-01 07:05:00+00:00,80,8.7,32.39,2.9,,2.9,9.35,0.05,4.74,,200.0,200.0,,110.0,20.0,212.0,181.1,42.1,22.7,43.4,9.5,3.72,1.89
2023-01-01 07:10:00+00:00,90,8.085,31.09,4.24,,4.24,8.73,0.07,4.8,,210.0,210.0,,110.0,20.0,204.0,176.7,35.7,20.1,50.0,7.5,3.85,1.06
2023-01-01 07:15:00+00:00,95,8.575,30.58,3.08,,3.08,9.19,0.14,4.86,,210.0,210.0,,110.0,20.0,227.1,189.0,52.0,28.4,54.5,11.5,3.57,1.89
2023-01-01 07:20:00+00:00,95,8.6,32.21,3.45,,3.45,9.3,0.05,4.92,,212.5,212.5,,110.0,20.0,214.6,185.5,39.1,22.1,51.7,9.3,3.75,1.18
2023-01-01 07:25:00+00:00,95,8.47,32.61,2.94,,2.94,9.23,0.1,4.97,,210.0,210.0,,110.0,20.0,212.2,187.8,33.6,19.2,34.6,7.9,3.85,1.86
2023-01-01 07:30:00+00:00,95,8.155,31.32,3.12,,3.12,8.84,0.1,5.02,,205.0,205.0,,110.0,20.0,206.3,180.0,35.6,20.0,38.6,7.6,3.84,1.77
2023-01-01 07:35:00+00:00,95,7.725,29.8,2.45,,3.28,8.52,0.03,5.07,,205.0,205.0,,103.5,13.3,199.5,172.2,35.2,20.9,44.7,7.3,3.86,1.42
2023-01-01 07:40:00+00:00,90,8.085,28.87,4.45,,4.45,8.81,0.14,5.12,,207.5,207.5,,110.0,20.0,215.6,174.8,53.2,29.1,66.3,10.5,3.57,1.36
2023-01-01 07:45:00+00:00,75,8.33,29.25,4.03,,4.03,9.02,0.28,5.17,,217.5,217.5,,110.0,20.0,227.8,186.5,54.8,30.9,70.3,11.9,3.51,1.32
2023-01-01 07:50:00+00:00,95,8.475,31.14,4.55,,4.55,9.18,0.03,5.21,,220.0,220.0,,110.0,20.0,214.6,179.1,46.1,26.0,63.7,10.5,3.67,1.11
2023-01-01 07:55:00+00:00,95,8.89,33.01,3.95,,3.95,9.61,0.14,5.25,,217.5,217.5,,110.0,20.0,217.3,184.2,45.0,25.8,57.8,11.4,3.71,1.33
2023-01-01 08:00:00+00:00,95,8.96,33.36,4.51,,4.51,9.65,0.14,5.29,,215.0,215.0,,110.0,20.0,213.3,177.8,48.2,27.2,59.7,12.1,3.72,1.43
2023-01-01 08:05:00+00:00,95,8.675,32.48,3.67,,3.67,9.43,0.05,5.33,,207.5,207.5,,110.0,20.0,210.0,178.3,42.6,24.3,53.5,10.2,3.74,1.39
2023-01-01 08:10:00+00:00,90,8.855,32.36,4.27,,4.27,9.82,0.31,5.37,,210.0,210.0,,110.0,20.0,213.9,178.0,47.6,26.7,61.1,11.6,3.65,1.3
2023-01-01 08:15:00+00:00,95,8.89,33.41,3.5,,3.5,9.54,0.14,5.4,,202.5,202.5,,110.0,20.0,213.0,180.9,43.7,24.9,49.3,11.0,3.76,1.81
2023-01-01 08:20:00+00:00,85,8.7,32.24,5.38,,5.38,9.38,0.1,5.43,,212.5,212.5,,110.0,20.0,209.1,168.0,55.3,30.4,63.5,12.5,3.71,1.66
2023-01-01 08:25:00+00:00,95,8.085,30.32,4.24,,4.24,8.77,0.14,5.46,,197.5,197.5,,110.0,20.0,211.8,166.1,64.6,35.9,60.6,12.5,3.75,2.81
2023-01-01 08:30:00+00:00,95,8.015,28.39,3.71,,3.71,8.56,0.17,5.49,,197.5,197.5,,110.0,20.0,220.2,167.0,72.4,39.0,73.9,13.4,3.54,2.1
2023-01-01 08:35:00+00:00,100,7.7,27.74,4.63,,4.63,8.27,0.1,5.51,,205.0,205.0,,110.0,20.0,209.9,166.0,56.0,31.1,71.1,10.2,3.6,1.37
2023-01-01 08:40:00+00:00,85,7.77,26.29,4.55,,4.55,8.52,0.52,5.54,,210.0,210.0,,110.0,20.0,234.9,171.8,85.3,46.5,90.7,14.9,3.38,1.99
2023-01-01 08:45:00+00:00,80,8.505,27.93,4.3,,4.3,9.05,0.17,5.56,,210.0,210.0,,110.0,20.0,241.8,184.4,74.3,40.7,91.8,16.0,3.28,1.4
2023-01-01 08:50:00+00:00,95,8.575,29.9,4.55,,4.55,9.23,0.08,5.58,,220.0,220.0,,110.0,20.0,226.9,183.5,54.7,31.2,78.8,12.8,3.49,1.06
2023-01-01 08:55:00+00:00,95,8.785,30.78,4.24,,4.24,9.51,0.25,5.6,,230.0,230.0,,110.0,20.0,230.6,185.3,61.1,34.8,73.9,14.7,3.5,1.55
2023-01-01 09:00:00+00:00,80,8.505,29.53,4.27,,4.27,9.05,0.21,5.61,,215.0,215.0,,110.0,20.0,226.2,174.4,69.8,38.5,77.3,15.0,3.47,1.81
2023-01-01 09:05:00+00:00,100,8.525,30.07,4.78,,4.78,9.05,0.17,5.63,,210.0,210.0,,110.0,20.0,217.3,171.9,58.3,32.2,74.7,12.9,3.53,1.31
2023-01-01 09:10:00+00:00,100,8.61,30.99,4.24,,4.24,9.33,0.17,5.64,,210.0,210.0,,110.0,20.0,219.3,177.9,54.3,30.9,69.9,12.6,3.6,1.33
2023-01-01 09:15:00+00:00,85,8.68,30.58,4.24,,4.24,9.23,0.14,5.65,,215.0,215.0,,110.0,20.0,231.5,180.2,71.4,40.5,71.0,16.3,3.52,2.54
2023-01-01 09:20:00+00:00,90,8.475,28.97,5.78,,5.78,9.32,0.28,5.66,,222.5,222.5,,110.0,20.0,236.7,174.1,86.5,47.5,88.0,18.0,3.42,2.25
2023-01-01 09:25:00+00:00,95,8.785,28.94,4.24,,4.24,9.44,0.25,5.67,,210.0,210.0,,110.0,20.0,238.3,180.9,75.6,41.3,88.3,17.2,3.3,1.57
2023-01-01 09:30:00+00:00,90,8.645,29.49,5.39,,5.39,9.19,0.07,5.68,,225.0,225.0,,110.0,20.0,228.5,178.5,62.1,34.4,86.0,14.2,3.41,1.13
2023-01-01 09:35:00+00:00,95,8.7,30.1,5.05,,5.05,9.1,0.05,5.68,,220.0,220.0,,110.0,20.0,225.3,178.1,58.5,32.6,82.9,13.7,3.46,1.09
2023-01-01 09:40:00+00:00,100,8.925,30.16,4.24,,4.24,9.61,0.1,5.69,,212.5,212.5,,110.0,20.0,237.2,187.6,64.5,36.3,84.0,15.9,3.38,1.28
2023-01-01 09:45:00+00:00,95,8.645,30.07,5.43,,5.43,9.44,0.07,5.69,,235.0,235.0,,110.0,20.0,225.8,178.9,58.1,32.7,83.3,13.6,3.48,1.07
2023-01-01 09:50:00+00:00,95,9.075,29.49,4.65,,4.65,9.7,0.17,5.69,,235.0,235.0,,110.0,20.0,250.3,191.6,77.5,43.4,96.2,19.4,3.25,1.42
2023-01-01 09:55:00+00:00,90,8.61,31.05,4.38,,4.38,9.3,0.17,5.69,,235.0,235.0,,110.0,20.0,227.1,191.5,42.6,26.0,72.9,11.2,3.61,1.0
2023-01-01 10:00:00+00:00,100,9.03,32.07,4.72,,4.72,9.68,0.04,5.7,,230.0,230.0,,110.0,20.0,226.4,187.1,49.1,28.5,75.6,13.2,3.55,1.0
2023-01-01 10:05:00+00:00,95,9.325,32.58,4.88,,4.88,9.75,0.03,5.7,,227.5,227.5,,110.0,20.0,227.8,186.6,51.4,29.3,77.7,14.4,3.49,1.0
2023-01-01 10:10:00+00:00,95,9.31,33.04,4.9,,4.9,10.03,0.07,5.7,,237.5,237.5,,110.0,20.0,228.5,188.8,50.4,29.3,76.3,14.3,3.55,1.0
2023-01-01 10:15:00+00:00,95,9.87,33.39,6.58,,6.58,10.48,0.14,5.69,,255.0,255.0,,110.0,20.0,237.2,183.9,69.8,38.0,87.4,20.2,3.38,1.32
2023-01-01 10:20:00+00:00,85,9.2,33.15,5.55,,5.55,9.77,0.03,5.69,,245.0,245.0,,110.0,20.0,217.4,177.4,49.4,27.8,74.3,13.3,3.6,1.0
2023-01-01 10:25:00+00:00,95,9.52,33.58,5.57,,5.57,9.96,0.07,5.69,,240.0,240.0,,110.0,20.0,224.0,182.1,53.6,30.1,76.1,15.3,3.53,1.06
2023-01-01 10:30:00+00:00,80,9.52,32.93,5.6,,5.6,10.1,0.1,5.69,,237.5,237.5,,110.0,20.0,227.8,181.5,60.4,33.6,79.5,16.8,3.46,1.23
2023-01-01 10:35:00+00:00,65,9.3,32.81,4.35,,4.35,10.23,0.1,5.68,,230.0,230.0,,110.0,20.0,227.9,188.7,51.2,29.8,73.3,14.4,3.53,1.07
2023-01-01 10:40:00+00:00,85,9.765,34.06,6.72,,6.72,10.27,,5.68,,250.0,250.0,,110.0,20.0,227.1,178.2,63.2,34.3,80.8,17.9,3.49,1.27
2023-01-01 10:45:00+00:00,85,8.715,33.87,4.27,,4.27,9.26,0.04,5.68,,237.5,237.5,,110.0,20.0,212.3,189.8,28.6,19.5,54.7,8.8,3.89,1.0
2023-01-01 10:50:00+00:00,95,8.65,34.1,5.3,,5.3,9.02,0.03,5.68,,225.0,225.0,,110.0,20.0,196.1,166.3,35.7,20.8,57.3,9.0,3.94,1.0
2023-01-01 10:55:00+00:00,85,8.82,34.06,4.9,,4.9,9.36,0.07,5.67,,217.5,217.5,,110.0,20.0,200.9,171.1,37.1,21.8,57.4,9.7,3.86,1.0
2023-01-01 11:00:00+00:00,85,8.75,32.6,5.39,,5.39,9.26,,5.67,,212.5,212.5,,110.0,20.0,205.0,167.2,47.3,26.4,65.8,11.3,3.72,1.13
2023-01-01 11:05:00+00:00,70,7.4,29.13,4.35,,4.35,7.93,0.03,5.66,,215.0,215.0,,110.0,20.0,193.9,163.1,35.2,21.7,59.1,6.9,3.94,1.0
2023-01-01 11:10:00+00:00,40,8.4,31.47,7.95,,7.95,8.94,0.04,5.66,,277.5,277.5,,110.0,20.0,193.7,155.3,50.3,27.3,57.9,10.5,3.75,1.62
2023-01-01 11:15:00+00:00,85,9.135,34.79,6.13,,6.13,9.68,0.04,5.65,,255.0,255.0,,110.0,20.0,209.7,173.2,43.8,24.4,67.8,11.7,3.81,1.0
2023-01-01 11:20:00+00:00,95,9.475,34.62,4.35,,4.35,10.15,0.05,5.65,,235.0,235.0,,110.0,20.0,221.1,191.1,39.4,24.0,62.2,12.4,3.65,1.0
2023-01-01 11:25:00+00:00,95,9.03,33.61,5.64,,5.64,9.78,0.07,5.64,,225.0,225.0,,110.0,20.0,209.5,170.8,49.9,28.0,66.8,12.7,3.72,1.21
2023-01-01 11:30:00+00:00,90,8.89,32.66,5.74,,5.74,9.3,0.07,5.64,,230.0,230.0,,110.0,20.0,210.8,171.0,49.8,27.7,69.7,12.2,3.67,1.1
2023-01-01 11:35:00+00:00,60,8.6,30.89,4.43,,4.43,,0.05,5.63,,237.5,237.5,,110.0,20.0,220.1,184.4,45.4,27.2,70.1,11.4,3.59,1.01
2023-01-01 11:40:00+00:00,95,8.855,30.78,3.78,,3.78,9.44,0.21,5.62,,225.0,225.0,,110.0,20.0,234.2,187.2,64.5,36.4,68.4,15.5,3.48,2.03
2023-01-01 11:45:00+00:00,95,8.435,30.9,4.09,,4.09,9.05,0.14,5.61,,225.0,225.0,,110.0,20.0,214.4,180.6,43.2,25.4,63.0,10.3,3.66,1.06
2023-01-01 11:50:00+00:00,95,8.7,30.12,4.47,,4.47,9.32,0.08,5.61,,227.5,227.5,,110.0,20.0,225.4,181.4,56.6,32.1,76.6,13.5,3.46,1.19
